,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,cluster,developer_chosen,job_id
4894,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,4,4,4,0,3.0,No Nice have skill,142.0,No Nice have skill,29.2,40.0,0,0,0.0,2540
5119,existing,1.Platinum,3.Top 30 GDP,Web Backend,p1,6,6,2,4,541.0,0,6042.0,3.0,5.9,,0,2,0.0,6975
5120,new,1.Platinum,3.Top 30 GDP,Web Frontend,p0,6,4,2,4,132.0,0,7318.0,0,1.5,,0,2,0.0,4189
5121,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,4,0,4,0,0.0,No Nice have skill,8.0,No Nice have skill,1.5,,0,0,0.0,4185
5122,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,6,6,3,3,50.0,0,8078.0,14.0,1.5,,0,2,0.0,4187
5123,existing,1.Platinum,3.Top 30 GDP,,,3,5,1,2,4251.0,83.0,15643.0,806.0,5.9,,0,1,0.0,6977
5124,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,8,5,6,2,0.0,105.0,0.0,12001.0,1.5,,0,2,0.0,4186
5125,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,6,6,3,3,50.0,0,8078.0,14.0,1.5,,0,2,1.0,4188
5126,existing,1.Platinum,3.Top 30 GDP,Full Stack,p0,1,0,1,0,0.0,No Nice have skill,76.0,No Nice have skill,5.9,,0,0,0.0,4683
5127,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,4,0,4,0,0.0,No Nice have skill,8.0,No Nice have skill,1.5,,0,0,1.0,3767
5128,new,1.Platinum,3.Top 30 GDP,Web Frontend,p0,7,7,5,2,1.0,0,36.0,22.0,1.5,,0,2,0.0,4191
5129,existing,1.Platinum,3.Top 30 GDP,Fullstack (FE-heavy),,4,3,2,2,1479.0,0,6563.0,127.0,5.9,,0,2,1.0,7604
5130,existing,1.Platinum,3.Top 30 GDP,,,5,7,3,2,163.0,17.0,4650.0,215.0,5.9,,0,2,0.0,6976
5131,existing,1.Platinum,3.Top 30 GDP,Fullstack (BE-heavy),,3,4,2,1,135.0,6922.0,10215.0,14609.0,5.9,,0,0,0.0,8777
5132,new,1.Platinum,2.Rest of US,Web Frontend,,5,3,2,3,1156.0,0,7630.0,34.0,29.2,,0,2,0.0,6954
5133,new,1.Platinum,2.Rest of US,Mobile,,2,3,2,0,24.0,No Nice have skill,3565.0,No Nice have skill,29.2,,0,0,0.0,6875
5134,new,1.Platinum,2.Rest of US,Web Frontend,,3,5,2,1,321.0,2214.0,4523.0,4939.0,29.2,,0,0,0.0,6953
5135,new,1.Platinum,1.Bay Area,Backend Systems,p1,4,3,4,0,0.0,No Nice have skill,4.0,No Nice have skill,56.6,,0,0,1.0,7080
5136,new,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,3,3,3,0,0.0,No Nice have skill,773.0,No Nice have skill,56.6,,0,0,0.0,9169
5138,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),,6,5,3,3,0.0,0,182.0,390.0,29.2,,0,2,0.0,8371
5139,new,1.Platinum,2.Rest of US,Data Engineering,,5,4,3,2,0.0,127.0,184.0,1376.0,29.2,,0,2,0.0,8370
5140,new,1.Platinum,2.Rest of US,Data Engineering,p1,9,3,4,5,0.0,0,54.0,8.0,29.2,,0,2,0.0,7401
5575,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,3,4,3,0,199.0,No Nice have skill,3807.0,No Nice have skill,5.9,40.0,0,0,0.0,6000
5576,existing,1.Platinum,2.Rest of US,Web Backend,p0,3,3,3,0,247.0,No Nice have skill,1037.0,No Nice have skill,5.9,40.0,0,0,0.0,6001
5577,existing,1.Platinum,2.Rest of US,Web Backend,p0,5,5,3,2,254.0,0,2166.0,551.0,29.2,40.0,0,2,0.0,6794
5578,existing,1.Platinum,2.Rest of US,Web Backend,p0,3,3,3,0,247.0,No Nice have skill,1037.0,No Nice have skill,29.2,40.0,0,0,0.0,6938
5579,new,1.Platinum,2.Rest of US,Embedded Systems,p0,2,2,2,0,177.0,No Nice have skill,495.0,No Nice have skill,7.4,40.0,0,0,0.0,7665
5633,existing,1.Platinum,1.Bay Area,Web Frontend,,2,2,2,0,0.0,No Nice have skill,369.0,No Nice have skill,56.6,40.0,0,0,1.0,9096
5634,existing,1.Platinum,1.Bay Area,Web Frontend,,2,4,2,0,105.0,No Nice have skill,12001.0,No Nice have skill,11.7,40.0,0,0,0.0,8601
5635,existing,1.Platinum,1.Bay Area,Web Frontend,p1,2,2,2,0,0.0,No Nice have skill,369.0,No Nice have skill,56.6,,0,0,1.0,9108
5636,existing,1.Platinum,3.Top 30 GDP,Full Stack,p0,3,4,3,0,18.0,No Nice have skill,220.0,No Nice have skill,5.9,40.0,0,0,0.0,4183
5637,existing,1.Platinum,3.Top 30 GDP,Other,p0,5,4,2,3,0.0,0,309.0,824.0,5.9,40.0,0,2,0.0,8723
5639,existing,1.Platinum,3.Top 30 GDP,,,5,2,2,3,0.0,0,176.0,0,5.9,40.0,0,2,0.0,8722
5640,existing,1.Platinum,3.Top 30 GDP,Web Frontend,p0,1,1,1,0,1513.0,No Nice have skill,3385.0,No Nice have skill,5.9,40.0,0,0,1.0,3675
5641,existing,1.Platinum,3.Top 30 GDP,Other,p0,3,4,2,1,75.0,540.0,518.0,3841.0,5.9,40.0,0,0,1.0,6066
5645,new,1.Platinum,3.Top 30 GDP,Fullstack (BE-heavy),p0,2,4,2,0,33.0,No Nice have skill,9581.0,No Nice have skill,5.8,40.0,0,0,0.0,5920
5648,new,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,645.0,No Nice have skill,1443.0,No Nice have skill,29.2,40.0,0,0,1.0,7715
5649,new,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7713
5650,new,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7712
5651,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,40.0,0,1,0.0,8728
5652,existing,1.Platinum,1.Bay Area,Web Backend,p0,4,4,1,3,752.0,0,1103.0,525.0,11.7,40.0,0,2,0.0,8729
5653,existing,1.Platinum,1.Bay Area,Web Backend,p1,3,2,1,2,645.0,0,1558.0,717.0,11.7,40.0,0,0,0.0,8730
5654,new,1.Platinum,1.Bay Area,Web Backend,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7714
5655,new,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,29.2,,0,1,1.0,7711
5656,new,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,645.0,No Nice have skill,1443.0,No Nice have skill,56.6,40.0,0,0,1.0,7716
5657,existing,1.Platinum,1.Bay Area,Full Stack,p1,4,5,2,2,79.0,295.0,1024.0,2059.0,11.7,40.0,0,2,0.0,8733
5658,new,1.Platinum,1.Bay Area,Web Backend,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7710
5659,existing,1.Platinum,1.Bay Area,,p1,3,4,3,0,1.0,No Nice have skill,509.0,No Nice have skill,11.7,40.0,0,0,0.0,8734
5660,existing,1.Platinum,1.Bay Area,Web Backend,p1,3,2,1,2,645.0,0,1558.0,717.0,11.7,40.0,0,0,0.0,8732
5661,existing,1.Platinum,1.Bay Area,Full Stack,p1,3,4,2,1,79.0,1864.0,1024.0,485.0,11.7,40.0,0,0,0.0,8811
5666,new,1.Platinum,2.Rest of US,Web Frontend,p0,2,3,2,0,88.0,No Nice have skill,6539.0,No Nice have skill,23.4,40.0,0,0,0.0,5361
5667,new,1.Platinum,2.Rest of US,Other,p0,1,2,1,0,1.0,No Nice have skill,533.0,No Nice have skill,29.2,40.0,0,0,0.0,5395
5668,new,1.Platinum,2.Rest of US,Web Frontend,p0,2,3,2,0,88.0,No Nice have skill,4653.0,No Nice have skill,23.4,40.0,0,0,0.0,5360
5669,new,1.Platinum,2.Rest of US,DevOps,p0,2,2,2,0,93.0,No Nice have skill,1545.0,No Nice have skill,23.4,40.0,0,0,0.0,5362
5670,new,1.Platinum,2.Rest of US,Backend Systems,p0,2,3,1,1,5048.0,9808.0,15171.0,17893.0,23.4,40.0,0,1,0.0,5359
5671,new,1.Platinum,2.Rest of US,DevOps,p0,2,2,2,0,93.0,No Nice have skill,1545.0,No Nice have skill,29.2,40.0,0,0,0.0,5363
5672,new,1.Platinum,2.Rest of US,Mobile,p0,2,3,2,0,19.0,No Nice have skill,690.0,No Nice have skill,29.2,40.0,0,0,0.0,5364
5673,new,1.Platinum,2.Rest of US,QA,p0,1,1,1,0,793.0,No Nice have skill,2281.0,No Nice have skill,29.2,40.0,0,0,0.0,5366
5674,new,1.Platinum,2.Rest of US,Other,p0,1,2,1,0,1.0,No Nice have skill,533.0,No Nice have skill,29.2,40.0,0,0,0.0,5394
5675,new,1.Platinum,2.Rest of US,Mobile,p0,2,3,2,0,19.0,No Nice have skill,690.0,No Nice have skill,29.2,40.0,0,0,0.0,5365
5676,new,1.Platinum,2.Rest of US,Other,p0,1,2,1,0,1.0,No Nice have skill,533.0,No Nice have skill,29.2,40.0,0,0,0.0,5367
5697,existing,1.Platinum,2.Rest of US,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,29.2,,0,1,0.0,7994
5698,existing,1.Platinum,2.Rest of US,Web Frontend,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,29.2,,0,1,0.0,8096
5699,existing,1.Platinum,2.Rest of US,Mobile,,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,29.2,,0,0,0.0,8098
5700,existing,1.Platinum,2.Rest of US,Web Backend,,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,29.2,,0,1,0.0,8097
5701,existing,1.Platinum,2.Rest of US,,,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,29.2,,0,1,0.0,7995
5709,existing,1.Platinum,4.Others,Other,p1,1,0,1,0,0.0,No Nice have skill,566.0,No Nice have skill,2.0,40.0,0,0,1.0,2749
5711,new,1.Platinum,4.Others,Web Frontend,p1,2,3,2,0,292.0,No Nice have skill,2184.0,No Nice have skill,1.6,40.0,0,0,1.0,2043
5712,new,1.Platinum,4.Others,Web Backend,p1,2,2,1,1,1864.0,515.0,485.0,1299.0,1.6,40.0,0,0,1.0,2044
5738,existing,1.Platinum,4.Others,Mobile,p0,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,2.0,40.0,0,0,0.0,4568
5740,existing,1.Platinum,4.Others,,,2,2,2,0,284.0,No Nice have skill,656.0,No Nice have skill,2.0,,0,0,0.0,3483
5741,existing,1.Platinum,4.Others,,,2,1,2,0,873.0,No Nice have skill,581.0,No Nice have skill,2.0,,0,0,1.0,3482
5742,existing,1.Platinum,4.Others,Other,p0,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,2.0,,0,0,1.0,6958
5743,new,1.Platinum,4.Others,Other,p1,2,3,1,1,4251.0,3188.0,15643.0,8619.0,1.9,,0,1,1.0,2321
5745,existing,1.Platinum,4.Others,,,2,2,1,1,752.0,148.0,1103.0,11204.0,2.0,,0,0,0.0,3479
5746,new,1.Platinum,4.Others,Other,p1,5,7,3,2,54.0,3.0,5624.0,48.0,1.9,,0,2,0.0,2320
5747,existing,1.Platinum,4.Others,,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,2.0,,0,0,1.0,4879
5748,existing,1.Platinum,4.Others,Other,p1,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,2.0,,0,0,1.0,3484
5749,existing,1.Platinum,4.Others,Mobile,p0,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,2.0,40.0,0,0,1.0,5195
5752,existing,1.Platinum,4.Others,Other,p0,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,2.0,,0,0,1.0,6610
5753,existing,1.Platinum,4.Others,Other,p1,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,2.0,,0,0,1.0,3630
5754,existing,1.Platinum,4.Others,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,2.0,40.0,0,0,1.0,4567
5755,existing,1.Platinum,4.Others,Other,p0,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,2.0,,0,0,1.0,6614
5756,existing,1.Platinum,4.Others,QA,p1,3,4,1,2,793.0,825.0,2281.0,7895.0,2.0,40.0,0,0,1.0,4190
5757,existing,1.Platinum,4.Others,Mobile,p0,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,2.0,40.0,0,0,1.0,4566
5758,existing,1.Platinum,4.Others,,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,2.0,,0,0,1.0,4958
5788,new,1.Platinum,2.Rest of US,Web Frontend,p1,3,4,2,1,351.0,645.0,1807.0,1558.0,23.4,40.0,0,2,1.0,2727
5789,new,1.Platinum,2.Rest of US,Web Frontend,p1,3,4,2,1,351.0,645.0,1807.0,1558.0,23.4,40.0,0,2,1.0,3122
5790,existing,1.Platinum,2.Rest of US,Full Stack,p1,6,6,1,5,0.0,0,511.0,15.0,29.2,40.0,0,2,0.0,9150
5796,new,1.Platinum,4.Others,Web Frontend,p0,3,4,3,0,18.0,No Nice have skill,1810.0,No Nice have skill,1.9,40.0,0,0,0.0,3055
5808,new,1.Platinum,1.Bay Area,,,2,3,2,0,292.0,No Nice have skill,2582.0,No Nice have skill,29.2,,0,0,0.0,3419
5809,existing,1.Platinum,1.Bay Area,Mobile,p0,3,2,1,2,284.0,284.0,7078.0,942.0,56.6,40.0,0,0,0.0,5462
5810,existing,1.Platinum,1.Bay Area,Mobile,p0,2,1,2,0,873.0,No Nice have skill,581.0,No Nice have skill,56.6,,0,0,1.0,5067
5811,new,1.Platinum,1.Bay Area,Mobile,p0,4,3,2,2,0.0,128.0,592.0,539.0,29.2,40.0,0,2,1.0,3420
5812,existing,1.Platinum,1.Bay Area,Mobile,p0,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,56.6,40.0,0,0,1.0,5120
5813,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,40.0,0,1,1.0,6929
5814,existing,1.Platinum,1.Bay Area,Web Backend,p0,2,3,2,0,2921.0,No Nice have skill,10631.0,No Nice have skill,56.6,40.0,0,0,0.0,5773
5815,existing,1.Platinum,1.Bay Area,Web Backend,p1,2,3,1,1,9808.0,752.0,17893.0,1103.0,11.7,40.0,0,1,0.0,9330
5816,existing,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1877.0,No Nice have skill,11.7,,0,0,0.0,6218
5817,existing,1.Platinum,1.Bay Area,Full Stack,p0,6,8,3,3,65.0,31.0,2260.0,454.0,56.6,40.0,0,2,1.0,5215
5818,existing,1.Platinum,1.Bay Area,Mobile,p1,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,11.7,40.0,0,0,1.0,8740
5819,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,11.7,40.0,0,0,1.0,7527
5820,existing,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,,0,0,1.0,6793
5821,existing,1.Platinum,1.Bay Area,Web Frontend,p0,6,6,1,5,0.0,0,511.0,12.0,11.7,40.0,0,2,0.0,7481
5822,existing,1.Platinum,1.Bay Area,,p0,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,56.6,40.0,0,0,0.0,5670
5823,existing,1.Platinum,1.Bay Area,Mobile,p0,2,1,2,0,873.0,No Nice have skill,581.0,No Nice have skill,56.6,,0,0,1.0,5810
5824,existing,1.Platinum,1.Bay Area,Web Frontend,p0,2,3,1,1,436.0,3188.0,21126.0,8619.0,56.6,40.0,0,1,0.0,5465
5825,existing,1.Platinum,1.Bay Area,,p0,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,56.6,40.0,0,0,1.0,5703
5826,existing,1.Platinum,1.Bay Area,Web Frontend,p1,2,3,1,1,4251.0,3188.0,15643.0,8619.0,11.7,40.0,0,1,1.0,7386
5827,existing,1.Platinum,1.Bay Area,Web Frontend,,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,11.7,,0,0,0.0,6399
5828,existing,1.Platinum,1.Bay Area,,,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,11.7,,0,0,0.0,8814
5830,existing,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1877.0,No Nice have skill,11.7,40.0,0,0,1.0,6219
5831,existing,1.Platinum,1.Bay Area,Full Stack,p0,4,6,3,1,65.0,3188.0,2260.0,8619.0,11.7,40.0,0,0,0.0,7158
5832,existing,1.Platinum,1.Bay Area,Mobile,,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,11.7,,0,0,0.0,7479
5833,existing,1.Platinum,1.Bay Area,,,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,56.6,,0,0,1.0,5513
5834,existing,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,40.0,0,0,0.0,8101
5836,existing,1.Platinum,1.Bay Area,Web Backend,p0,2,3,1,1,9808.0,752.0,17893.0,1103.0,11.7,40.0,0,1,1.0,6834
5837,existing,1.Platinum,1.Bay Area,Web Frontend,p1,2,3,1,1,4251.0,3188.0,15643.0,8619.0,11.7,40.0,0,1,1.0,7619
5838,existing,1.Platinum,1.Bay Area,Mobile,,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,,0,0,0.0,7478
5840,existing,1.Platinum,1.Bay Area,Mobile,p0,2,1,2,0,873.0,No Nice have skill,581.0,No Nice have skill,11.7,40.0,0,0,1.0,6543
5841,existing,1.Platinum,1.Bay Area,Web Frontend,p0,2,3,1,1,4251.0,3188.0,15643.0,8619.0,11.7,40.0,0,1,0.0,8103
5842,existing,1.Platinum,1.Bay Area,,p0,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,11.7,40.0,0,0,1.0,6351
5843,existing,1.Platinum,1.Bay Area,Web Frontend,p1,1,0,1,0,0.0,No Nice have skill,511.0,No Nice have skill,11.7,40.0,0,0,1.0,9244
5844,existing,1.Platinum,1.Bay Area,Web Frontend,p0,2,3,2,0,110.0,No Nice have skill,2946.0,No Nice have skill,11.7,40.0,0,0,0.0,6565
5845,existing,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,56.6,40.0,0,0,0.0,5464
5846,existing,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,56.6,40.0,0,0,0.0,5680
5847,existing,1.Platinum,1.Bay Area,,p0,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,11.7,40.0,0,0,1.0,6959
5848,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,752.0,No Nice have skill,1103.0,No Nice have skill,56.6,40.0,0,0,0.0,5463
5849,existing,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,40.0,0,0,1.0,8742
5850,existing,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1070.0,No Nice have skill,11.7,,0,0,1.0,6049
5851,existing,1.Platinum,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,56.6,,0,0,0.0,5702
5852,existing,1.Platinum,1.Bay Area,Mobile,p0,2,1,2,0,873.0,No Nice have skill,581.0,No Nice have skill,11.7,,0,0,0.0,6187
5853,existing,1.Platinum,1.Bay Area,,p0,1,2,1,0,284.0,No Nice have skill,7078.0,No Nice have skill,11.7,40.0,0,0,0.0,6220
5854,new,1.Platinum,1.Bay Area,Full Stack,p1,2,3,2,0,79.0,No Nice have skill,1024.0,No Nice have skill,56.6,40.0,0,0,0.0,3563
5855,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p1,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,23.4,40.0,0,0,0.0,3782
5856,new,1.Platinum,1.Bay Area,QA,p0,6,4,4,2,0.0,0,5.0,2850.0,56.6,40.0,0,2,0.0,3903
5857,new,1.Platinum,1.Bay Area,Backend Systems,p0,6,5,3,3,0.0,60.0,138.0,375.0,56.6,40.0,0,2,0.0,3902
5858,new,1.Platinum,2.Rest of US,,,5,2,3,2,0.0,0,21.0,8.0,29.2,,0,2,0.0,4101
5859,existing,1.Platinum,2.Rest of US,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,11.7,,0,1,1.0,5531
5860,new,1.Platinum,2.Rest of US,Mobile,p0,3,2,2,1,873.0,560.0,581.0,2959.0,29.2,40.0,0,0,0.0,4281
5861,existing,1.Platinum,2.Rest of US,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,29.2,,0,1,1.0,4520
5862,new,1.Platinum,2.Rest of US,Backend Systems,,3,2,3,0,0.0,No Nice have skill,50.0,No Nice have skill,29.2,,0,0,0.0,4098
5863,new,1.Platinum,2.Rest of US,,,5,5,4,1,9.0,0,1190.0,4011.0,29.2,,0,2,0.0,4099
5864,existing,1.Platinum,2.Rest of US,Web Backend,p0,1,1,1,0,645.0,No Nice have skill,1443.0,No Nice have skill,11.7,40.0,0,0,1.0,5597
5865,existing,1.Platinum,2.Rest of US,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,5373
5866,existing,1.Platinum,2.Rest of US,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,5428
5867,existing,1.Platinum,2.Rest of US,Web Backend,p0,1,1,1,0,645.0,No Nice have skill,1443.0,No Nice have skill,11.7,40.0,0,0,1.0,5277
5868,new,1.Platinum,2.Rest of US,Web Backend,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,29.2,,0,1,1.0,4414
5869,existing,1.Platinum,2.Rest of US,Web Backend,p0,1,1,1,0,645.0,No Nice have skill,1443.0,No Nice have skill,11.7,40.0,0,0,1.0,4877
5870,existing,1.Platinum,2.Rest of US,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,4933
5871,existing,1.Platinum,2.Rest of US,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,5372
5872,existing,1.Platinum,2.Rest of US,Web Backend,p0,1,1,1,0,645.0,No Nice have skill,1443.0,No Nice have skill,29.2,40.0,0,0,1.0,4667
5873,new,1.Platinum,2.Rest of US,,,8,4,3,5,0.0,0,149.0,0,29.2,,0,2,1.0,4100
5874,new,1.Platinum,2.Rest of US,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,29.2,,0,1,1.0,4438
5875,existing,1.Platinum,2.Rest of US,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,4934
5876,new,1.Platinum,2.Rest of US,Web Backend,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,29.2,,0,1,1.0,4413
5877,new,1.Platinum,2.Rest of US,,,2,2,2,0,0.0,No Nice have skill,692.0,No Nice have skill,29.2,,0,0,0.0,4102
5878,existing,1.Platinum,2.Rest of US,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,29.2,,0,1,1.0,4539
5879,existing,1.Platinum,2.Rest of US,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,29.2,,0,1,1.0,4519
5880,new,1.Platinum,1.Bay Area,,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,56.6,,0,1,1.0,4803
5881,existing,1.Platinum,1.Bay Area,Backend Systems,p0,2,3,2,0,541.0,No Nice have skill,6042.0,No Nice have skill,56.6,40.0,0,0,0.0,5627
5882,existing,1.Platinum,1.Bay Area,Web Frontend,p0,2,3,2,0,574.0,No Nice have skill,5797.0,No Nice have skill,11.7,40.0,0,0,0.0,8259
5883,existing,1.Platinum,1.Bay Area,Web Backend,p1,3,4,1,2,4228.0,247.0,13071.0,2590.0,11.7,40.0,0,1,1.0,6127
5884,new,1.Platinum,1.Bay Area,,,7,7,3,4,96.0,0,3020.0,120.0,56.6,,0,2,1.0,4513
5885,existing,1.Platinum,1.Bay Area,,,2,3,2,0,574.0,No Nice have skill,5797.0,No Nice have skill,11.7,,0,0,1.0,7086
5886,existing,1.Platinum,1.Bay Area,,,2,3,2,0,574.0,No Nice have skill,5797.0,No Nice have skill,11.7,,0,0,0.0,8258
5887,existing,1.Platinum,1.Bay Area,Backend Systems,p0,6,4,2,4,159.0,0,2195.0,13.0,11.7,40.0,0,2,0.0,9109
5888,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,11.7,40.0,0,1,1.0,7417
5889,new,1.Platinum,1.Bay Area,,,7,7,3,4,106.0,0,753.0,120.0,56.6,,0,2,1.0,4516
5890,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,11.7,,0,1,0.0,9400
5891,existing,1.Platinum,1.Bay Area,,,2,3,2,0,541.0,No Nice have skill,6042.0,No Nice have skill,11.7,,0,0,1.0,9246
5892,existing,1.Platinum,1.Bay Area,,,2,3,2,0,541.0,No Nice have skill,6042.0,No Nice have skill,56.6,,0,0,1.0,5636
5893,existing,1.Platinum,1.Bay Area,Web Backend,p0,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,11.7,40.0,0,1,1.0,6535
5894,new,1.Platinum,1.Bay Area,,,1,2,1,0,0.0,No Nice have skill,5340.0,No Nice have skill,56.6,,0,0,0.0,4797
5895,existing,1.Platinum,1.Bay Area,Web Backend,p1,3,4,1,2,4228.0,247.0,13071.0,2590.0,11.7,40.0,0,1,1.0,6180
5896,new,1.Platinum,2.Rest of US,Other,p0,2,2,2,0,0.0,No Nice have skill,2518.0,No Nice have skill,29.2,40.0,0,0,0.0,4637
5897,new,1.Platinum,1.Bay Area,Machine Learning,p0,2,3,2,0,428.0,No Nice have skill,4925.0,No Nice have skill,56.6,40.0,0,0,0.0,5198
5898,new,1.Platinum,1.Bay Area,Machine Learning,p0,2,1,2,0,0.0,No Nice have skill,1012.0,No Nice have skill,56.6,40.0,0,0,0.0,5199
5899,new,1.Platinum,1.Bay Area,Machine Learning,p0,3,3,1,2,1620.0,36.0,6514.0,570.0,56.6,40.0,0,0,0.0,5196
5900,new,1.Platinum,1.Bay Area,Other,p0,6,7,2,4,216.0,0,99.0,11.0,56.6,40.0,0,2,0.0,5200
5902,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,3,5,3,0,0.0,No Nice have skill,278.0,No Nice have skill,29.2,40.0,0,0,1.0,5512
5903,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p1,3,5,2,1,35.0,4251.0,369.0,15643.0,29.2,40.0,0,2,0.0,7149
