,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,cluster,target,job_id,developer_chosen
424,new,3.Silver,2.Rest of US,Web Backend,p1,4,2,2,2,0.0,0,538.0,5.0,13.0,40.0,0,4,0.0,1820,0.0
425,new,4.Bronze,2.Rest of US,,p1,5,6,2,3,1410.0,2.0,10025.0,997.0,7.4,40.0,0,4,0.0,1821,0.0
434,new,4.Bronze,1.Bay Area,Full Stack,p0,5,5,3,2,50.0,0,8078.0,107.0,,40.0,0,4,0.0,7804,0.0
438,new,4.Bronze,2.Rest of US,Other,p0,5,6,5,0,0.0,No Nice have skill,21.0,No Nice have skill,7.4,40.0,0,3,0.0,8599,0.0
439,new,4.Bronze,2.Rest of US,Other,p1,2,3,2,0,270.0,No Nice have skill,3629.0,No Nice have skill,13.0,40.0,0,3,0.0,5308,0.0
440,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,3,4,2,1,6.0,8.0,271.0,666.0,7.4,40.0,0,3,0.0,6198,0.0
442,new,4.Bronze,2.Rest of US,Backend Systems,p2,7,5,3,4,2.0,0,49.0,0,7.4,40.0,0,4,0.0,6067,0.0
443,new,4.Bronze,4.Others,Full Stack,p1,3,2,2,1,264.0,0,3296.0,4263.0,0.5,40.0,0,4,0.0,6085,0.0
444,new,4.Bronze,2.Rest of US,Backend Systems,p0,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,7.4,40.0,0,0,0.0,6427,0.0
445,new,4.Bronze,2.Rest of US,Backend Systems,p0,4,3,4,0,0.0,No Nice have skill,24.0,No Nice have skill,7.4,40.0,0,3,1.0,6433,1.0
446,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,5,4,3,2,0.0,0,172.0,117.0,7.4,40.0,0,4,1.0,6452,1.0
447,new,4.Bronze,1.Bay Area,Fullstack (BE-heavy),p0,1,1,1,0,4228.0,No Nice have skill,13071.0,No Nice have skill,11.5,40.0,0,0,0.0,6490,0.0
448,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,4,4,1,3,3545.0,15.0,9460.0,1624.0,7.4,40.0,0,0,0.0,6630,0.0
449,new,4.Bronze,2.Rest of US,Mobile,p1,4,2,4,0,0.0,No Nice have skill,76.0,No Nice have skill,7.4,35.0,0,3,0.0,7146,0.0
450,new,4.Bronze,2.Rest of US,Mobile,p1,2,2,1,1,873.0,0,1501.0,1088.0,7.4,35.0,0,4,0.0,6125,0.0
451,new,4.Bronze,2.Rest of US,,p0,3,3,2,1,772.0,148.0,4504.0,11204.0,7.4,40.0,0,4,0.0,6160,0.0
452,new,4.Bronze,4.Others,Full Stack,p0,4,5,3,1,86.0,645.0,3833.0,1558.0,0.5,40.0,0,4,0.0,6162,0.0
453,new,4.Bronze,4.Others,Fullstack (BE-heavy),p0,4,6,4,0,36.0,No Nice have skill,2319.0,No Nice have skill,0.5,40.0,0,3,0.0,6163,0.0
454,new,4.Bronze,2.Rest of US,Full Stack,p0,8,7,2,6,0.0,0,32.0,0,7.4,40.0,0,1,0.0,6237,0.0
455,new,4.Bronze,2.Rest of US,Full Stack,p0,5,6,2,3,0.0,0,3279.0,76.0,7.4,40.0,0,4,0.0,6282,0.0
456,new,4.Bronze,1.Bay Area,Full Stack,p0,2,3,2,0,574.0,No Nice have skill,5797.0,No Nice have skill,11.5,40.0,0,3,0.0,6299,0.0
457,new,4.Bronze,2.Rest of US,,p0,3,3,2,1,1410.0,0,10025.0,1311.0,7.4,40.0,0,4,0.0,6312,0.0
459,new,4.Bronze,1.Bay Area,,p0,3,4,2,1,106.0,0,1924.0,1088.0,11.5,40.0,0,4,0.0,6331,0.0
460,new,4.Bronze,2.Rest of US,,p0,4,4,2,2,317.0,178.0,2132.0,11545.0,7.4,40.0,0,4,0.0,6335,0.0
462,new,4.Bronze,4.Others,Web Frontend,p0,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,0.5,,0,3,0.0,6381,0.0
464,new,4.Bronze,2.Rest of US,Web Frontend,p0,5,5,4,1,0.0,8.0,52.0,666.0,7.4,40.0,0,3,0.0,6589,0.0
465,new,4.Bronze,2.Rest of US,Full Stack,p1,9,8,3,6,22.0,0,5016.0,0,7.4,40.0,0,1,0.0,6598,0.0
466,new,4.Bronze,2.Rest of US,Full Stack,p0,7,7,6,1,0.0,1028.0,43.0,5976.0,7.4,40.0,0,4,0.0,6613,0.0
467,new,4.Bronze,2.Rest of US,Full Stack,p0,5,7,4,1,2.0,0,3236.0,1987.0,7.4,40.0,0,4,1.0,6618,1.0
470,new,2.Gold,2.Rest of US,Fullstack (FE-heavy),p0,10,6,5,5,0.0,0,23.0,0,23.4,40.0,0,1,0.0,6692,0.0
471,new,2.Gold,2.Rest of US,Data Engineering,p0,5,3,3,2,0.0,0,41.0,890.0,23.4,40.0,0,2,0.0,6689,0.0
474,new,2.Gold,2.Rest of US,Data Engineering,p0,8,3,4,4,0.0,0,4.0,2.0,23.4,40.0,0,2,0.0,6691,0.0
475,new,2.Gold,2.Rest of US,Data Engineering,p0,7,7,3,4,84.0,0,3377.0,2.0,23.4,40.0,0,1,0.0,7307,0.0
476,new,4.Bronze,2.Rest of US,Data Engineering,p0,3,3,3,0,0.0,No Nice have skill,175.0,No Nice have skill,7.4,40.0,0,3,0.0,6728,0.0
477,new,4.Bronze,2.Rest of US,Full Stack,p0,6,7,3,3,167.0,0,1415.0,49.0,7.4,40.0,0,4,0.0,6729,0.0
478,new,4.Bronze,2.Rest of US,Web Frontend,p0,2,2,2,0,317.0,No Nice have skill,2132.0,No Nice have skill,7.4,40.0,0,3,0.0,6734,0.0
479,new,3.Silver,2.Rest of US,Other,p0,2,1,1,1,873.0,0,1877.0,1137.0,7.4,40.0,0,4,0.0,6743,0.0
480,new,3.Silver,2.Rest of US,Backend Systems,p1,5,4,3,2,0.0,3.0,0.0,154.0,7.4,40.0,0,4,0.0,6739,0.0
481,new,4.Bronze,1.Bay Area,Backend Systems,p1,8,5,4,4,0.0,0,0.0,0,11.5,40.0,0,1,0.0,6756,0.0
482,new,4.Bronze,2.Rest of US,Machine Learning,p0,5,5,2,3,1370.0,0,6141.0,20.0,7.4,40.0,0,4,0.0,6823,0.0
483,new,4.Bronze,2.Rest of US,Web Frontend,p1,12,7,7,5,0.0,0,0.0,178.0,7.4,40.0,0,1,0.0,6833,0.0
484,new,4.Bronze,2.Rest of US,Full Stack,p0,3,4,2,1,347.0,1028.0,4202.0,5976.0,7.4,40.0,0,4,0.0,6845,0.0
485,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,6,9,4,2,8.0,12.0,1350.0,461.0,7.4,40.0,0,4,0.0,6897,0.0
486,new,4.Bronze,2.Rest of US,Full Stack,p0,8,10,5,3,8.0,0,1224.0,454.0,7.4,40.0,0,1,0.0,6894,0.0
487,new,4.Bronze,2.Rest of US,Full Stack,p0,7,6,4,3,0.0,0,3.0,0,7.4,40.0,0,4,0.0,6943,0.0
488,new,4.Bronze,2.Rest of US,Full Stack,p0,6,6,3,3,2.0,0,159.0,0,7.4,40.0,0,4,0.0,6941,0.0
489,new,4.Bronze,2.Rest of US,Full Stack,p0,12,9,4,8,0.0,0,352.0,0,7.4,40.0,0,1,0.0,6983,0.0
490,new,4.Bronze,1.Bay Area,Mobile,p2,5,5,3,2,0.0,0,39.0,71.0,11.5,40.0,0,4,0.0,6985,0.0
491,new,3.Silver,1.Bay Area,QA,p0,5,3,3,2,0.0,0,32.0,4.0,14.7,40.0,0,4,0.0,6994,0.0
492,existing,3.Silver,2.Rest of US,Mobile,p0,4,2,3,1,2.0,0,8.0,216.0,6.5,40.0,0,5,1.0,9249,1.0
493,existing,3.Silver,2.Rest of US,Full Stack,p0,11,7,3,8,0.0,0,158.0,0,13.0,40.0,0,1,0.0,7853,0.0
494,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,13.0,,0,0,1.0,7480,1.0
495,new,3.Silver,2.Rest of US,Web Frontend,p0,6,4,2,4,478.0,0,1932.0,6.0,13.0,40.0,0,4,0.0,7016,0.0
496,new,3.Silver,2.Rest of US,Data Engineering,p0,4,2,2,2,0.0,6922.0,1.0,7167.0,13.0,40.0,0,3,0.0,7015,0.0
497,new,3.Silver,2.Rest of US,Full Stack,p0,5,6,4,1,13.0,8.0,124.0,666.0,13.0,40.0,0,2,1.0,7018,1.0
498,existing,3.Silver,2.Rest of US,Full Stack,p0,8,6,4,4,0.0,0,7.0,17.0,13.0,40.0,0,1,1.0,7967,1.0
499,existing,3.Silver,2.Rest of US,Full Stack,p0,5,4,4,1,0.0,0,68.0,4317.0,13.0,40.0,0,5,1.0,7848,1.0
500,new,3.Silver,2.Rest of US,Web Frontend,p0,6,4,2,4,478.0,0,1932.0,6.0,13.0,40.0,0,4,1.0,7120,1.0
501,existing,3.Silver,2.Rest of US,Fullstack (FE-heavy),p0,4,6,3,1,54.0,1028.0,5624.0,5976.0,6.5,40.0,0,5,0.0,8082,0.0
503,new,4.Bronze,2.Rest of US,Full Stack,p0,7,7,3,4,144.0,0,236.0,3.0,7.4,40.0,0,4,0.0,7023,0.0
504,new,3.Silver,2.Rest of US,Full Stack,p0,10,8,5,5,0.0,0,37.0,0,13.0,40.0,0,1,0.0,7062,0.0
505,new,4.Bronze,1.Bay Area,Full Stack,p0,5,7,5,0,1.0,No Nice have skill,1076.0,No Nice have skill,11.5,40.0,0,3,0.0,7066,0.0
506,new,4.Bronze,2.Rest of US,Full Stack,p2,5,6,3,2,4.0,49.0,131.0,1692.0,7.4,40.0,0,4,0.0,7111,0.0
507,new,4.Bronze,2.Rest of US,Mobile,p0,6,7,2,4,19.0,9.0,325.0,2063.0,7.4,40.0,0,4,1.0,8745,1.0
508,existing,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,8,9,3,5,141.0,0,529.0,57.0,3.9,40.0,0,1,1.0,8255,1.0
509,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,9,9,3,6,141.0,0,529.0,15.0,7.4,40.0,0,1,1.0,7117,1.0
510,new,4.Bronze,2.Rest of US,Mobile,p0,6,2,1,5,1442.0,0,4615.0,7.0,7.4,40.0,0,4,0.0,7118,0.0
511,existing,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,8,9,3,5,141.0,0,529.0,57.0,3.9,40.0,0,1,1.0,8342,1.0
512,new,4.Bronze,1.Bay Area,Backend Systems,p0,8,7,4,4,0.0,0,168.0,2.0,11.5,40.0,0,1,0.0,7153,0.0
513,new,4.Bronze,2.Rest of US,Full Stack,p0,5,5,3,2,0.0,0,1392.0,1937.0,7.4,40.0,0,4,0.0,7169,0.0
514,new,4.Bronze,2.Rest of US,Full Stack,p0,10,9,4,6,0.0,0,3.0,11.0,7.4,40.0,0,1,0.0,7221,0.0
515,new,4.Bronze,2.Rest of US,Full Stack,p0,10,5,6,4,0.0,0,12.0,0,7.4,40.0,0,1,0.0,7263,0.0
516,new,4.Bronze,2.Rest of US,Backend Systems,p0,2,2,2,0,0.0,No Nice have skill,25.0,No Nice have skill,7.4,40.0,0,3,0.0,7286,0.0
517,new,4.Bronze,2.Rest of US,Backend Systems,p0,3,3,3,0,0.0,No Nice have skill,12.0,No Nice have skill,7.4,40.0,0,3,0.0,7265,0.0
518,new,4.Bronze,2.Rest of US,Backend Systems,p0,4,5,2,2,1479.0,92.0,6563.0,430.0,7.4,40.0,0,3,0.0,7298,0.0
519,new,4.Bronze,2.Rest of US,Full Stack,p0,9,4,2,7,62.0,0,1219.0,0,7.4,40.0,0,1,0.0,7345,0.0
520,new,4.Bronze,2.Rest of US,Full Stack,p0,8,4,2,6,62.0,0,1219.0,0,7.4,40.0,0,4,0.0,7347,0.0
521,new,4.Bronze,2.Rest of US,Full Stack,p0,8,4,2,6,62.0,0,1219.0,0,7.4,40.0,0,4,0.0,7346,0.0
522,new,4.Bronze,3.Top 30 GDP,Fullstack (FE-heavy),p0,6,7,3,3,112.0,0,3814.0,2.0,1.5,40.0,0,4,0.0,7349,0.0
523,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),p0,8,5,5,3,0.0,0,7.0,16.0,11.5,40.0,0,1,0.0,7836,0.0
524,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),p0,8,10,4,4,2.0,5.0,500.0,1964.0,11.5,40.0,0,1,0.0,7837,0.0
525,new,4.Bronze,1.Bay Area,Full Stack,p1,5,4,4,1,0.0,0,117.0,302.0,11.5,40.0,0,4,0.0,7351,0.0
527,new,4.Bronze,2.Rest of US,Full Stack,p0,6,3,3,3,0.0,0,700.0,11.0,7.4,40.0,0,4,0.0,7353,0.0
528,new,3.Silver,1.Bay Area,DevOps,p0,10,6,4,6,0.0,0,19.0,2.0,14.7,40.0,0,1,0.0,7382,0.0
530,new,4.Bronze,1.Bay Area,Backend Systems,p0,12,12,3,9,0.0,0,68.0,0,11.5,40.0,0,1,0.0,7471,0.0
531,new,4.Bronze,2.Rest of US,Backend Systems,p1,10,9,6,4,0.0,0,11.0,0,7.4,40.0,0,1,0.0,7503,0.0
532,new,4.Bronze,2.Rest of US,Full Stack,p0,5,5,4,1,11.0,5048.0,214.0,15171.0,7.4,40.0,0,4,0.0,7521,0.0
533,existing,4.Bronze,2.Rest of US,Full Stack,p0,2,1,2,0,0.0,No Nice have skill,5.0,No Nice have skill,3.9,40.0,0,5,0.0,8029,0.0
534,new,4.Bronze,2.Rest of US,Full Stack,p0,2,1,2,0,0.0,No Nice have skill,5.0,No Nice have skill,7.4,40.0,0,3,1.0,7524,1.0
535,existing,4.Bronze,2.Rest of US,Full Stack,p0,6,1,4,2,0.0,0,1.0,27.0,7.4,40.0,0,5,0.0,7914,0.0
536,new,4.Bronze,2.Rest of US,UI/UX Developer,p1,7,2,3,4,0.0,0,93.0,0,7.4,40.0,0,4,0.0,7559,0.0
537,new,4.Bronze,2.Rest of US,Full Stack,p1,4,4,2,2,1479.0,0,6563.0,354.0,7.4,40.0,0,4,0.0,7589,0.0
538,new,2.Gold,2.Rest of US,Full Stack,p0,8,2,4,4,0.0,0,13.0,2.0,23.4,40.0,0,2,0.0,7610,0.0
539,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,10,12,4,6,13.0,0,828.0,29.0,7.4,40.0,0,1,0.0,7621,0.0
540,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,3,2,3,0,0.0,No Nice have skill,163.0,No Nice have skill,7.4,40.0,0,3,1.0,8150,1.0
541,new,4.Bronze,2.Rest of US,Mobile,p0,8,8,5,3,0.0,2.0,82.0,500.0,7.4,40.0,0,1,0.0,7634,0.0
542,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p0,2,3,2,0,769.0,No Nice have skill,2672.0,No Nice have skill,23.4,40.0,0,2,0.0,7660,0.0
543,new,4.Bronze,2.Rest of US,Backend Systems,p0,3,3,3,0,5.0,No Nice have skill,764.0,No Nice have skill,7.4,40.0,0,3,0.0,7663,0.0
544,new,4.Bronze,2.Rest of US,Mobile,p0,9,5,7,2,0.0,178.0,24.0,11545.0,7.4,40.0,0,1,0.0,7796,0.0
545,new,4.Bronze,2.Rest of US,Mobile,p1,5,2,5,0,0.0,No Nice have skill,31.0,No Nice have skill,7.4,40.0,0,3,0.0,7826,0.0
547,new,4.Bronze,1.Bay Area,Web Frontend,p2,2,4,2,0,0.0,No Nice have skill,2410.0,No Nice have skill,11.5,40.0,0,3,0.0,7829,0.0
548,new,4.Bronze,1.Bay Area,Mobile,p2,5,5,4,1,6.0,1442.0,200.0,4615.0,11.5,40.0,0,4,0.0,7835,0.0
549,new,2.Gold,1.Bay Area,Web Frontend,p0,5,5,5,0,0.0,No Nice have skill,492.0,No Nice have skill,11.5,40.0,0,2,0.0,8920,0.0
550,new,4.Bronze,2.Rest of US,Backend Systems,p0,6,4,5,1,0.0,148.0,4.0,11204.0,7.4,40.0,0,4,0.0,7838,0.0
551,new,4.Bronze,3.Top 30 GDP,Fullstack (BE-heavy),p0,4,2,3,1,0.0,873.0,44.0,1877.0,1.5,40.0,0,4,0.0,7893,0.0
552,new,4.Bronze,1.Bay Area,Full Stack,p0,3,3,3,0,0.0,No Nice have skill,305.0,No Nice have skill,11.5,40.0,0,3,1.0,8158,1.0
553,new,4.Bronze,1.Bay Area,Full Stack,p0,4,4,3,1,0.0,148.0,305.0,11204.0,11.5,40.0,0,4,0.0,7938,0.0
554,new,4.Bronze,2.Rest of US,DevOps,p2,3,2,3,0,0.0,No Nice have skill,36.0,No Nice have skill,7.4,40.0,0,3,0.0,7939,0.0
555,new,3.Silver,1.Bay Area,Backend Systems,p1,6,6,2,4,76.0,0,428.0,190.0,14.7,40.0,0,4,0.0,7942,0.0
556,new,4.Bronze,2.Rest of US,Full Stack,p1,6,2,3,3,878.0,0,2598.0,2.0,7.4,40.0,0,4,0.0,7956,0.0
557,new,4.Bronze,2.Rest of US,Mobile,p0,5,4,3,2,0.0,0,282.0,180.0,7.4,40.0,0,4,0.0,7996,0.0
558,new,4.Bronze,2.Rest of US,Full Stack,p0,9,8,3,6,96.0,0,2019.0,0,7.4,40.0,0,1,0.0,8001,0.0
559,new,4.Bronze,2.Rest of US,Full Stack,p1,7,4,5,2,0.0,0,4.0,180.0,7.4,40.0,0,4,0.0,8058,0.0
560,new,4.Bronze,4.Others,Fullstack (FE-heavy),p0,5,3,2,3,26.0,0,110.0,3.0,0.5,40.0,0,4,0.0,8084,0.0
561,new,3.Silver,2.Rest of US,QA,p2,3,2,3,0,0.0,No Nice have skill,27.0,No Nice have skill,13.0,40.0,0,3,0.0,8110,0.0
562,new,3.Silver,2.Rest of US,Full Stack,p1,6,6,3,3,68.0,0,1856.0,2.0,13.0,40.0,0,4,0.0,8107,0.0
563,new,4.Bronze,2.Rest of US,Full Stack,p0,3,2,3,0,0.0,No Nice have skill,191.0,No Nice have skill,7.4,40.0,0,3,0.0,8181,0.0
564,new,4.Bronze,2.Rest of US,Mobile,p0,3,2,3,0,0.0,No Nice have skill,335.0,No Nice have skill,7.4,40.0,0,3,0.0,8182,0.0
565,new,4.Bronze,1.Bay Area,Full Stack,p0,3,3,3,0,0.0,No Nice have skill,218.0,No Nice have skill,11.5,40.0,0,3,0.0,8224,0.0
566,new,4.Bronze,2.Rest of US,Full Stack,p0,4,4,2,2,292.0,0,2184.0,494.0,7.4,40.0,0,4,0.0,8252,0.0
567,new,4.Bronze,2.Rest of US,Other,p0,4,1,3,1,0.0,0,96.0,930.0,7.4,40.0,0,4,1.0,8282,1.0
568,new,4.Bronze,2.Rest of US,Other,p0,3,4,3,0,0.0,No Nice have skill,10.0,No Nice have skill,7.4,40.0,0,3,1.0,8409,1.0
569,new,4.Bronze,2.Rest of US,Full Stack,p0,4,5,2,2,321.0,1375.0,4523.0,6140.0,7.4,40.0,0,4,0.0,8283,0.0
570,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,1,0,1,0,0.0,No Nice have skill,367.0,No Nice have skill,7.4,40.0,0,3,0.0,8295,0.0
571,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,4,2,4,0,0.0,No Nice have skill,2.0,No Nice have skill,7.4,40.0,0,3,0.0,8293,0.0
572,new,4.Bronze,4.Others,,,1,1,1,0,509.0,No Nice have skill,915.0,No Nice have skill,0.5,40.0,0,3,0.0,8339,0.0
573,new,4.Bronze,3.Top 30 GDP,Full Stack,p0,4,5,4,0,170.0,No Nice have skill,900.0,No Nice have skill,1.5,40.0,0,3,0.0,8369,0.0
574,new,4.Bronze,1.Bay Area,Machine Learning,p1,6,8,4,2,0.0,105.0,350.0,12001.0,11.5,40.0,0,4,0.0,8535,0.0
575,new,4.Bronze,3.Top 30 GDP,DevOps,p1,5,5,5,0,0.0,No Nice have skill,32.0,No Nice have skill,1.5,40.0,0,3,1.0,8602,1.0
576,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p0,4,5,3,1,105.0,1864.0,618.0,6410.0,11.5,40.0,0,2,1.0,8726,1.0
577,new,4.Bronze,2.Rest of US,UI/UX Developer,p0,7,1,4,3,0.0,0,1.0,0,7.4,40.0,0,4,0.0,8775,0.0
578,new,4.Bronze,3.Top 30 GDP,Mobile,p0,5,3,4,1,0.0,0,10.0,1094.0,1.5,40.0,0,4,0.0,8805,0.0
579,new,4.Bronze,2.Rest of US,Full Stack,p0,7,9,3,4,0.0,0,6.0,200.0,7.4,40.0,0,1,0.0,8894,0.0
580,new,4.Bronze,2.Rest of US,Full Stack,p0,7,9,3,4,0.0,0,9.0,200.0,7.4,40.0,0,1,0.0,8885,0.0
581,new,2.Gold,2.Rest of US,Full Stack,p0,7,7,7,0,0.0,No Nice have skill,7.0,No Nice have skill,7.4,40.0,0,2,0.0,8891,0.0
582,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p0,5,4,3,2,0.0,0,163.0,3.0,7.4,40.0,0,4,0.0,8952,0.0
583,new,4.Bronze,2.Rest of US,Web Frontend,,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,7.4,,0,3,0.0,8995,0.0
584,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p0,7,7,6,1,0.0,0,6.0,733.0,7.4,40.0,0,4,0.0,8987,0.0
585,new,3.Silver,1.Bay Area,Full Stack,p0,4,1,4,0,0.0,No Nice have skill,0.0,No Nice have skill,11.5,40.0,0,3,0.0,9235,0.0
587,new,4.Bronze,1.Bay Area,Mobile,,2,1,2,0,873.0,No Nice have skill,581.0,No Nice have skill,3.9,40.0,0,3,1.0,278,1.0
592,new,2.Gold,1.Bay Area,,,1,0,1,0,0.0,No Nice have skill,517.0,No Nice have skill,7.4,,0,3,1.0,73,1.0
598,new,5.Unknown,1.Bay Area,Fullstack (FE-heavy),p0,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,,40.0,0,3,0.0,515,0.0
599,existing,4.Bronze,1.Bay Area,Web Frontend,p0,1,2,1,0,436.0,No Nice have skill,21126.0,No Nice have skill,3.9,,0,0,1.0,785,1.0
602,new,5.Unknown,3.Top 30 GDP,Other,,1,0,1,0,0.0,No Nice have skill,76.0,No Nice have skill,,20.0,0,3,0.0,409,0.0
603,new,5.Unknown,2.Rest of US,Full Stack,p0,3,4,2,1,1410.0,3467.0,10025.0,8821.0,,40.0,0,3,0.0,679,0.0
605,existing,4.Bronze,1.Bay Area,Fullstack (BE-heavy),p0,3,4,1,2,645.0,1479.0,1558.0,6563.0,3.9,40.0,0,5,1.0,173,1.0
607,new,5.Unknown,2.Rest of US,Mobile,,3,3,1,2,1513.0,424.0,3385.0,6139.0,,40.0,0,3,0.0,772,0.0
608,new,4.Bronze,1.Bay Area,,,2,3,2,0,81.0,No Nice have skill,1994.0,No Nice have skill,7.4,,0,3,1.0,16,1.0
615,new,5.Unknown,3.Top 30 GDP,Fullstack (BE-heavy),,5,7,4,1,17.0,540.0,4251.0,3841.0,,40.0,0,4,0.0,316,0.0
616,new,5.Unknown,,Fullstack (BE-heavy),,3,1,2,1,0.0,1620.0,20.0,6514.0,,40.0,0,3,0.0,375,0.0
617,existing,4.Bronze,2.Rest of US,Mobile,p2,1,1,1,0,1513.0,No Nice have skill,3385.0,No Nice have skill,3.9,20.0,0,5,1.0,554,1.0
618,existing,4.Bronze,2.Rest of US,Mobile,,1,1,1,0,5048.0,No Nice have skill,15171.0,No Nice have skill,3.9,40.0,0,0,1.0,900,1.0
619,existing,4.Bronze,1.Bay Area,Web Frontend,,2,4,2,0,105.0,No Nice have skill,12001.0,No Nice have skill,5.85,,0,5,0.0,939,0.0
620,existing,4.Bronze,2.Rest of US,,p0,5,2,3,2,0.0,509.0,489.0,234.0,3.9,40.0,0,5,1.0,165,1.0
623,new,5.Unknown,1.Bay Area,Web Frontend,p0,2,4,2,0,85.0,No Nice have skill,3844.0,No Nice have skill,,40.0,0,3,0.0,328,0.0
624,new,5.Unknown,2.Rest of US,Mobile,p0,4,5,3,1,7.0,3467.0,154.0,8821.0,,40.0,0,3,0.0,463,0.0
628,existing,2.Gold,2.Rest of US,,,2,4,2,0,439.0,No Nice have skill,7364.0,No Nice have skill,6.5,,0,5,1.0,98,1.0
630,new,5.Unknown,2.Rest of US,Web Frontend,p1,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,,,0,0,0.0,652,0.0
633,new,5.Unknown,2.Rest of US,Fullstack (FE-heavy),p0,2,3,2,0,1410.0,No Nice have skill,10025.0,No Nice have skill,,40.0,0,3,0.0,302,0.0
634,new,5.Unknown,1.Bay Area,Fullstack (FE-heavy),,3,4,3,0,0.0,No Nice have skill,261.0,No Nice have skill,,40.0,0,3,0.0,315,0.0
637,new,5.Unknown,1.Bay Area,Fullstack (BE-heavy),p0,4,1,4,0,0.0,No Nice have skill,0.0,No Nice have skill,,,0,3,0.0,471,0.0
638,new,5.Unknown,2.Rest of US,DevOps,p0,2,3,2,0,0.0,No Nice have skill,391.0,No Nice have skill,,40.0,0,3,0.0,536,0.0
639,new,5.Unknown,,Mobile,,4,4,2,2,873.0,0,581.0,557.0,,,0,4,0.0,721,0.0
641,existing,4.Bronze,1.Bay Area,Fullstack (BE-heavy),p0,2,1,2,0,1864.0,No Nice have skill,379.0,No Nice have skill,3.9,40.0,0,5,1.0,568,1.0
642,new,2.Gold,1.Bay Area,Full Stack,p1,4,4,3,1,168.0,3467.0,1838.0,8821.0,22.2,40.0,0,2,1.0,666,1.0
644,new,5.Unknown,2.Rest of US,Web Frontend,,3,5,3,0,7.0,No Nice have skill,596.0,No Nice have skill,,40.0,0,3,0.0,422,0.0
645,new,5.Unknown,3.Top 30 GDP,Mobile,p1,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,,40.0,0,3,0.0,542,0.0
646,new,4.Bronze,2.Rest of US,Web Backend,,2,0,2,0,0.0,No Nice have skill,7.0,No Nice have skill,7.4,,0,3,0.0,1041,0.0
647,existing,4.Bronze,2.Rest of US,Fullstack (FE-heavy),,3,4,3,0,199.0,No Nice have skill,3046.0,No Nice have skill,7.4,,0,5,1.0,566,1.0
652,existing,4.Bronze,1.Bay Area,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1501.0,No Nice have skill,3.9,40.0,0,5,1.0,567,1.0
653,new,5.Unknown,,Web Frontend,,3,4,3,0,157.0,No Nice have skill,2234.0,No Nice have skill,,40.0,0,3,0.0,888,0.0
656,new,5.Unknown,2.Rest of US,Fullstack (FE-heavy),p0,5,7,5,0,0.0,No Nice have skill,171.0,No Nice have skill,,40.0,0,3,0.0,553,0.0
657,existing,5.Unknown,2.Rest of US,Full Stack,p0,6,10,5,1,0.0,821.0,5.0,4228.0,,,0,5,0.0,1055,0.0
659,new,5.Unknown,2.Rest of US,,,2,2,1,1,714.0,2728.0,4022.0,9668.0,,,0,3,1.0,52,1.0
662,existing,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p0,4,6,4,0,0.0,No Nice have skill,261.0,No Nice have skill,3.9,,0,5,0.0,444,0.0
663,new,4.Bronze,,Fullstack (FE-heavy),p1,3,4,3,0,33.0,No Nice have skill,2205.0,No Nice have skill,7.4,,0,3,1.0,560,1.0
664,new,5.Unknown,3.Top 30 GDP,Full Stack,p1,4,5,4,0,128.0,No Nice have skill,1886.0,No Nice have skill,,40.0,0,3,0.0,678,0.0
668,new,5.Unknown,2.Rest of US,Web Frontend,,4,5,4,0,29.0,No Nice have skill,6025.0,No Nice have skill,,,0,3,0.0,430,0.0
