,must_have_skill_ids_tuple,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
243,"(111, 287, 305, 2096)",['Go' 'Microservices' 'NoSQL' 'REST/RESTful APIs'],2,0.0,,,,,
244,"(111, 433, 2049)",['AWS' 'PHP/MySQL' 'REST/RESTful APIs'],1,5.0,4.0,,,1.0,
245,"(111, 526)",['REST/RESTful APIs' 'WordPress'],1,75.0,40.0,29.0,3.0,3.0,
246,"(111, 568)",['Android/Kotlin' 'REST/RESTful APIs'],1,50.0,6.0,20.0,19.0,5.0,
247,"(111,)",['REST/RESTful APIs'],1,3800.0,685.0,1608.0,708.0,388.0,411.0
248,"(1114, 1123, 1938, 2031)",['Cards & Payment' 'React' 'UI Design' 'UX Design'],1,0.0,,,,,
249,"(1114,)",['Cards & Payment'],1,0.0,,,,,
250,"(1123, 1697, 1938)",['UI Design' 'UX Design' 'User Research'],1,0.0,,,,,
251,"(1123, 1938)",['UI Design' 'UX Design'],13,509.0,24.0,48.0,273.0,147.0,17.0
252,"(1123, 1938, 2031)",['React' 'UI Design' 'UX Design'],4,12.0,8.0,3.0,,,1.0
253,"(1123, 1938, 2036)",['Angular' 'UI Design' 'UX Design'],1,11.0,4.0,4.0,,2.0,1.0
254,"(1123, 2031)",['React' 'UI Design'],2,12.0,8.0,3.0,,,1.0
255,"(1123, 2067)",['UI Design' 'iOS - Swift'],1,2.0,1.0,1.0,,,
256,"(1123,)",['UI Design'],3,509.0,24.0,48.0,273.0,147.0,17.0
257,"(113, 114, 165)",['MySQL' 'PHP' 'SQL'],1,888.0,258.0,460.0,96.0,49.0,25.0
258,"(113, 116, 120, 1397, 2031)",['AngularJS' 'MongoDB' 'MySQL' 'Node.js' 'React'],1,13.0,13.0,,,,
259,"(113, 116, 120, 433, 2031)",['AWS' 'MongoDB' 'MySQL' 'Node.js' 'React'],1,2.0,1.0,1.0,,,
260,"(113, 120)",['MySQL' 'Node.js'],3,681.0,303.0,295.0,48.0,14.0,21.0
261,"(113, 120, 122, 594)",['MySQL' 'Node.js' 'SCSS' 'Vue.js'],1,0.0,,,,,
262,"(113, 120, 158)",['MySQL' 'Node.js' 'Typescript'],1,259.0,157.0,82.0,6.0,3.0,11.0
263,"(113, 120, 158, 160, 2107)",['MySQL' 'Nest.js' 'Node.js' 'React Native' 'Typescript'],3,0.0,,,,,
264,"(113, 120, 158, 160, 433, 2107)",['AWS' 'MySQL' 'Nest.js' 'Node.js' 'React Native' 'Typescript'],2,0.0,,,,,
265,"(113, 120, 158, 2031)",['MySQL' 'Node.js' 'React' 'Typescript'],1,128.0,99.0,20.0,1.0,1.0,7.0
266,"(113, 120, 158, 282)",['Express.js' 'MySQL' 'Node.js' 'Typescript'],1,97.0,68.0,23.0,1.0,1.0,4.0
267,"(113, 120, 158, 433, 2031)",['AWS' 'MySQL' 'Node.js' 'React' 'Typescript'],1,5.0,4.0,1.0,,,
268,"(113, 120, 160)",['MySQL' 'Node.js' 'React Native'],1,45.0,24.0,18.0,,1.0,2.0
269,"(113, 120, 160, 2031)",['MySQL' 'Node.js' 'React' 'React Native'],1,23.0,16.0,6.0,,,1.0
270,"(113, 120, 166, 1059)",['Linux ' 'MySQL' 'Node.js' 'Web API'],1,0.0,,,,,
271,"(113, 120, 2031)",['MySQL' 'Node.js' 'React'],2,201.0,136.0,46.0,4.0,1.0,14.0
272,"(113, 120, 2031, 2055)",['MySQL' 'Node.js' 'React' 'Unity'],1,0.0,,,,,
273,"(113, 120, 249, 2031)",['Cloud' 'MySQL' 'Node.js' 'React'],2,0.0,,,,,
274,"(113, 120, 406)",['MySQL' 'Next.js' 'Node.js'],1,43.0,33.0,8.0,,1.0,1.0
275,"(113, 120, 406, 433, 2031)",['AWS' 'MySQL' 'Next.js' 'Node.js' 'React'],1,1.0,1.0,,,,
276,"(113, 120, 433)",['AWS' 'MySQL' 'Node.js'],2,8.0,5.0,2.0,,1.0,
277,"(113, 120, 836, 2031)",['AWS DevOps' 'MySQL' 'Node.js' 'React'],1,40.0,35.0,4.0,,,1.0
278,"(113, 122, 165)",['MySQL' 'PHP' 'Vue.js'],1,222.0,94.0,118.0,5.0,2.0,3.0
279,"(113, 122, 165, 2087)","['MySQL' 'PHP' 'PHP, Laravel' 'Vue.js']",1,170.0,72.0,91.0,3.0,1.0,3.0
280,"(113, 122, 433, 2087)","['AWS' 'MySQL' 'PHP, Laravel' 'Vue.js']",1,2.0,1.0,,,1.0,
281,"(113, 158)",['MySQL' 'Typescript'],1,473.0,250.0,181.0,11.0,11.0,20.0
282,"(113, 158, 2031)",['MySQL' 'React' 'Typescript'],1,186.0,134.0,39.0,1.0,1.0,11.0
283,"(113, 165)",['MySQL' 'PHP'],6,888.0,258.0,460.0,96.0,49.0,25.0
284,"(113, 165, 1025)",['Magento' 'MySQL' 'PHP'],1,0.0,,,,,
285,"(113, 165, 1315)",['MySQL' 'PHP' 'Salesforce '],1,1.0,1.0,,,,
286,"(113, 165, 166, 307, 352)",['Apache' 'LAMP' 'Linux ' 'MySQL' 'PHP'],1,0.0,,,,,
287,"(113, 165, 166, 352)",['Apache' 'Linux ' 'MySQL' 'PHP'],6,0.0,,,,,
288,"(113, 165, 2036)",['Angular' 'MySQL' 'PHP'],1,98.0,43.0,49.0,3.0,2.0,1.0
289,"(113, 165, 2049)",['MySQL' 'PHP' 'PHP/MySQL'],1,888.0,258.0,460.0,96.0,49.0,25.0
290,"(113, 165, 2050)",['MySQL' 'PHP' 'Python(Django)'],1,43.0,31.0,10.0,,1.0,1.0
291,"(113, 165, 307)",['LAMP' 'MySQL' 'PHP'],1,0.0,,,,,
292,"(113, 165, 358)",['Laravel' 'MySQL' 'PHP'],2,464.0,146.0,274.0,26.0,5.0,13.0
293,"(113, 165, 363)",['MySQL' 'PHP' 'Symfony'],1,0.0,,,,,
294,"(113, 183, 358, 526)",['Laravel' 'MySQL' 'Stripe' 'WordPress'],1,0.0,,,,,
295,"(113, 2087)","['MySQL' 'PHP, Laravel']",3,464.0,146.0,274.0,26.0,5.0,13.0
296,"(113, 2132)",['AWS RDS' 'MySQL'],1,0.0,,,,,
297,"(113, 249, 359, 2132)",['AWS RDS' 'Cloud' 'Jenkins' 'MySQL'],1,0.0,,,,,
298,"(113, 258, 358)",['Git' 'Laravel' 'MySQL'],1,148.0,62.0,79.0,4.0,3.0,
299,"(113, 800, 1299, 1953)",['Back-End Development' 'Core Java' 'MySQL' 'Web Services'],1,0.0,,,,,
300,"(114, 116, 120)",['MongoDB' 'Node.js' 'SQL'],1,156.0,93.0,53.0,3.0,3.0,4.0
301,"(114, 116, 159, 559)",['Azure Data Lake' 'GraphQL' 'MongoDB' 'SQL'],1,2.0,1.0,,,1.0,
302,"(114, 116, 189, 234)",['AWS Glue' 'MongoDB' 'SQL' 'Tableau'],1,0.0,,,,,
303,"(114, 116, 287, 769, 1299)",['Back-End Development' 'MongoDB' 'NoSQL' 'SQL' 'Software Development'],1,0.0,,,,,
304,"(114, 120)",['Node.js' 'SQL'],1,681.0,303.0,295.0,48.0,14.0,21.0
305,"(114, 120, 158)",['Node.js' 'SQL' 'Typescript'],3,259.0,157.0,82.0,6.0,3.0,11.0
306,"(114, 120, 158, 1397)",['AngularJS' 'Node.js' 'SQL' 'Typescript'],1,56.0,39.0,15.0,,,2.0
307,"(114, 120, 158, 159, 167, 433, 2031)","['AWS' 'Algorithms and Data Structures' 'GraphQL' 'Node.js' 'React' 'SQL'
 'Typescript']",1,0.0,,,,,
308,"(114, 120, 158, 160, 433, 2107)",['AWS' 'Nest.js' 'Node.js' 'React Native' 'SQL' 'Typescript'],1,0.0,,,,,
309,"(114, 120, 158, 2031)",['Node.js' 'React' 'SQL' 'Typescript'],1,128.0,99.0,20.0,1.0,1.0,7.0
310,"(114, 120, 158, 249)",['Cloud' 'Node.js' 'SQL' 'Typescript'],1,0.0,,,,,
311,"(114, 120, 159, 2031)",['GraphQL' 'Node.js' 'React' 'SQL'],1,42.0,38.0,3.0,,,1.0
312,"(114, 120, 165)",['Node.js' 'PHP' 'SQL'],1,158.0,104.0,46.0,6.0,2.0,
313,"(114, 120, 166, 433)",['AWS' 'Linux ' 'Node.js' 'SQL'],1,0.0,,,,,
314,"(114, 120, 2031)",['Node.js' 'React' 'SQL'],7,201.0,136.0,46.0,4.0,1.0,14.0
315,"(114, 120, 392, 720)",['AWS Solutions Architecture' 'Flutter' 'Node.js' 'SQL'],1,3.0,2.0,,,,1.0
316,"(114, 120, 475, 1615)",['API Integrations  ' 'Node.js' 'SQL' 'Solidity'],1,0.0,,,,,
317,"(114, 121, 268)",['Machine Learning' 'Redux' 'SQL'],1,3.0,,2.0,,,1.0
318,"(114, 122)",['SQL' 'Vue.js'],1,390.0,171.0,189.0,14.0,8.0,8.0
319,"(114, 122, 1059, 2031, 2036)",['Angular' 'React' 'SQL' 'Vue.js' 'Web API'],1,0.0,,,,,
320,"(114, 122, 2031, 2050)",['Python(Django)' 'React' 'SQL' 'Vue.js'],1,11.0,11.0,,,,
321,"(114, 122, 358)",['Laravel' 'SQL' 'Vue.js'],1,179.0,79.0,92.0,3.0,2.0,3.0
322,"(114, 1300)",['ETL' 'SQL'],1,0.0,,,,,
323,"(114, 1300, 2094)",['Data Engineer' 'ETL' 'SQL'],1,0.0,,,,,
324,"(114, 1340, 1615)",['API Integrations  ' 'Borland Delphi' 'SQL'],1,0.0,,,,,
325,"(114, 1367, 2050)",['Django Rest Framework' 'Python(Django)' 'SQL'],1,414.0,107.0,181.0,18.0,16.0,92.0
326,"(114, 158, 2031)",['React' 'SQL' 'Typescript'],1,186.0,134.0,39.0,1.0,1.0,11.0
327,"(114, 159, 433, 2050)",['AWS' 'GraphQL' 'Python(Django)' 'SQL'],1,2.0,1.0,,,1.0,
328,"(114, 159, 580)",['Apollo' 'GraphQL' 'SQL'],1,24.0,19.0,4.0,,1.0,
329,"(114, 160, 2031)",['React' 'React Native' 'SQL'],1,44.0,29.0,13.0,,,2.0
330,"(114, 160, 328, 2031)",['React' 'React Native' 'SQL' 'Third party APIs'],1,0.0,,,,,
331,"(114, 165)",['PHP' 'SQL'],2,888.0,258.0,460.0,96.0,49.0,25.0
332,"(114, 165, 2087, 2101)","['PHP' 'PHP, Laravel' 'React Hooks' 'SQL']",1,2.0,1.0,,,1.0,
333,"(114, 165, 258, 284, 308, 437, 666, 1059, 2036)","['ASP.NET' 'Angular' 'Bootstrap' 'Git' 'HTML5' 'PHP' 'SQL' 'Web API'
 'jQuery']",1,0.0,,,,,
334,"(114, 165, 331)",['MVC' 'PHP' 'SQL'],2,0.0,,,,,
335,"(114, 165, 363)",['PHP' 'SQL' 'Symfony'],1,0.0,,,,,
336,"(114, 167, 268, 710)","['Algorithms and Data Structures' 'Machine Learning'
 'Python for Data Science' 'SQL']",1,77.0,32.0,34.0,1.0,,10.0
337,"(114, 171, 183, 798, 2062)",['ASP.NET/C#' 'EC2' 'Elastic BeanStalk' 'SQL' 'Stripe'],1,0.0,,,,,
338,"(114, 1821, 2091)",['Data Engineering' 'MS SQL Server' 'SQL'],1,1172.0,144.0,400.0,133.0,73.0,422.0
339,"(114, 189)",['SQL' 'Tableau'],2,0.0,,,,,
340,"(114, 189, 242, 2092)",['Airflow' 'Data Pipelines' 'SQL' 'Tableau'],1,0.0,,,,,
341,"(114, 189, 255, 2084)",['Data Analyst' 'Quantitative Analysis' 'SQL' 'Tableau'],1,0.0,,,,,
342,"(114, 189, 394, 2092)",['Data Modeling' 'Data Pipelines' 'SQL' 'Tableau'],1,0.0,,,,,
343,"(114, 189, 467, 1973)",['Excel' 'Power BI' 'SQL' 'Tableau'],1,0.0,,,,,
344,"(114, 2087)","['PHP, Laravel' 'SQL']",1,464.0,146.0,274.0,26.0,5.0,13.0
345,"(114, 2087, 2101)","['PHP, Laravel' 'React Hooks' 'SQL']",1,2.0,1.0,,,1.0,
346,"(114, 2091)",['Data Engineering' 'SQL'],1,1172.0,144.0,400.0,133.0,73.0,422.0
347,"(114, 2115)",['QA' 'SQL'],1,65.0,17.0,28.0,14.0,1.0,5.0
348,"(114, 2140)",['Looker' 'SQL'],1,0.0,,,,,
349,"(114, 221, 272, 558)",['Azure Databricks' 'Jupyter Notebooks' 'SQL' 'Spark'],1,0.0,,,,,
350,"(114, 234, 1300, 2132)",['AWS Glue' 'AWS RDS' 'ETL' 'SQL'],1,0.0,,,,,
351,"(114, 242, 250, 710, 1300)",['Airflow' 'Amazon Redshift' 'ETL' 'Python for Data Science' 'SQL'],1,0.0,,,,,
352,"(114, 242, 433)",['AWS' 'Airflow' 'SQL'],1,0.0,,,,,
353,"(114, 246, 411, 710)",['Data Science' 'Python for Data Science' 'RDBMS' 'SQL'],1,0.0,,,,,
354,"(114, 249, 287)",['Cloud' 'NoSQL' 'SQL'],1,0.0,,,,,
355,"(114, 249, 433)",['AWS' 'Cloud' 'SQL'],1,0.0,,,,,
356,"(114, 250, 2091)",['Amazon Redshift' 'Data Engineering' 'SQL'],1,0.0,,,,,
357,"(114, 250, 256, 433)",['AWS' 'Amazon Redshift' 'Data Warehousing' 'SQL'],1,0.0,,,,,
358,"(114, 257, 1300)",['Business Intelligence' 'ETL' 'SQL'],1,0.0,,,,,
359,"(114, 257, 411)",['Business Intelligence' 'Data Science' 'SQL'],1,0.0,,,,,
360,"(114, 258, 488)",['Git' 'Mobile Web Development ' 'SQL'],1,0.0,,,,,
361,"(114, 268, 2094)",['Data Engineer' 'Machine Learning' 'SQL'],2,240.0,54.0,129.0,7.0,4.0,46.0
362,"(114, 268, 411, 710)",['Data Science' 'Machine Learning' 'Python for Data Science' 'SQL'],1,0.0,,,,,
363,"(114, 287, 1849)",['NoSQL' 'SQL' 'Tech Lead'],1,0.0,,,,,
364,"(114, 312, 1300)",['ETL' 'Perl' 'SQL'],2,0.0,,,,,
365,"(114, 328, 2050)",['Python(Django)' 'SQL' 'Third party APIs'],1,0.0,,,,,
366,"(114, 351, 394)",['Data Analysis' 'Data Modeling' 'SQL'],1,0.0,,,,,
367,"(114, 411, 2084)",['Data Analyst' 'Data Science' 'SQL'],1,0.0,,,,,
368,"(114, 411, 710)",['Data Science' 'Python for Data Science' 'SQL'],2,0.0,,,,,
369,"(114, 433, 1013, 2031)",['AWS' 'AWS Lambda' 'React' 'SQL'],1,1.0,1.0,,,,
370,"(114, 433, 2031, 2050)",['AWS' 'Python(Django)' 'React' 'SQL'],1,3.0,3.0,,,,
371,"(114, 467, 1300)",['ETL' 'Power BI' 'SQL'],1,0.0,,,,,
372,"(114, 562, 2094)",['Azure Cosmos DB' 'Data Engineer' 'SQL'],1,50.0,12.0,26.0,5.0,1.0,6.0
373,"(114, 666, 1397)",['ASP.NET' 'AngularJS' 'SQL'],1,157.0,43.0,100.0,11.0,2.0,1.0
374,"(114, 677)",['Database Administration' 'SQL'],1,0.0,,,,,
375,"(114, 677, 1615, 2050)",['API Integrations  ' 'Database Administration' 'Python(Django)' 'SQL'],1,0.0,,,,,
376,"(114, 710, 1727, 2092)",['Data Pipelines' 'PySpark' 'Python for Data Science' 'SQL'],1,0.0,,,,,
377,"(114, 836)",['AWS DevOps' 'SQL'],1,522.0,182.0,258.0,23.0,13.0,46.0
378,"(114, 977)",['Oracle Database Administration' 'SQL'],3,0.0,,,,,
379,"(114,)",['SQL'],6,7047.0,826.0,2625.0,1144.0,726.0,1726.0
380,"(116, 120)",['MongoDB' 'Node.js'],7,427.0,164.0,192.0,36.0,19.0,16.0
381,"(116, 120, 121, 282, 2031)",['Express.js' 'MongoDB' 'Node.js' 'React' 'Redux'],1,27.0,23.0,4.0,,,
382,"(116, 120, 122)",['MongoDB' 'Node.js' 'Vue.js'],1,63.0,41.0,18.0,,2.0,2.0
383,"(116, 120, 122, 158)",['MongoDB' 'Node.js' 'Typescript' 'Vue.js'],1,39.0,28.0,9.0,,1.0,1.0
384,"(116, 120, 1302, 2031)",['Fullstack Development' 'MongoDB' 'Node.js' 'React'],1,0.0,,,,,
385,"(116, 120, 1334)",['MongoDB' 'Node.js' 'Svelte'],1,0.0,,,,,
386,"(116, 120, 1397)",['AngularJS' 'MongoDB' 'Node.js'],2,94.0,46.0,41.0,5.0,1.0,1.0
387,"(116, 120, 158)",['MongoDB' 'Node.js' 'Typescript'],3,208.0,113.0,83.0,2.0,3.0,7.0
388,"(116, 120, 158, 159, 282, 1601)",['Apollo Server' 'Express.js' 'GraphQL' 'MongoDB' 'Node.js' 'Typescript'],1,0.0,,,,,
389,"(116, 120, 158, 2031)",['MongoDB' 'Node.js' 'React' 'Typescript'],1,114.0,79.0,27.0,,1.0,7.0
390,"(116, 120, 158, 258, 282, 433, 2031)",['AWS' 'Express.js' 'Git' 'MongoDB' 'Node.js' 'React' 'Typescript'],1,1.0,1.0,,,,
391,"(116, 120, 158, 433, 2107)",['AWS' 'MongoDB' 'Nest.js' 'Node.js' 'Typescript'],1,0.0,,,,,
392,"(116, 120, 159)",['GraphQL' 'MongoDB' 'Node.js'],1,45.0,30.0,13.0,,2.0,
393,"(116, 120, 159, 160)",['GraphQL' 'MongoDB' 'Node.js' 'React Native'],1,8.0,6.0,1.0,,1.0,
394,"(116, 120, 159, 2031)",['GraphQL' 'MongoDB' 'Node.js' 'React'],2,28.0,24.0,4.0,,,
395,"(116, 120, 159, 258, 406, 2031)",['Git' 'GraphQL' 'MongoDB' 'Next.js' 'Node.js' 'React'],1,5.0,5.0,,,,
396,"(116, 120, 159, 282, 433, 2031)",['AWS' 'Express.js' 'GraphQL' 'MongoDB' 'Node.js' 'React'],1,0.0,,,,,
397,"(116, 120, 159, 406, 2031)",['GraphQL' 'MongoDB' 'Next.js' 'Node.js' 'React'],1,7.0,7.0,,,,
398,"(116, 120, 159, 433, 1013)",['AWS' 'AWS Lambda' 'GraphQL' 'MongoDB' 'Node.js'],1,0.0,,,,,
399,"(116, 120, 160)",['MongoDB' 'Node.js' 'React Native'],1,30.0,20.0,8.0,,1.0,1.0
400,"(116, 120, 160, 2031)",['MongoDB' 'Node.js' 'React' 'React Native'],1,15.0,12.0,2.0,,,1.0
401,"(116, 120, 160, 2036)",['Angular' 'MongoDB' 'Node.js' 'React Native'],1,6.0,6.0,,,,
402,"(116, 120, 160, 282)",['Express.js' 'MongoDB' 'Node.js' 'React Native'],1,12.0,9.0,2.0,,1.0,
403,"(116, 120, 1615, 2036)",['API Integrations  ' 'Angular' 'MongoDB' 'Node.js'],1,0.0,,,,,
404,"(116, 120, 165, 2031)",['MongoDB' 'Node.js' 'PHP' 'React'],1,17.0,16.0,1.0,,,
405,"(116, 120, 2031)",['MongoDB' 'Node.js' 'React'],13,146.0,91.0,42.0,1.0,1.0,11.0
406,"(116, 120, 2036)",['Angular' 'MongoDB' 'Node.js'],2,94.0,46.0,41.0,5.0,1.0,1.0
407,"(116, 120, 258, 433, 2031)",['AWS' 'Git' 'MongoDB' 'Node.js' 'React'],1,1.0,1.0,,,,
408,"(116, 120, 282)",['Express.js' 'MongoDB' 'Node.js'],4,154.0,85.0,57.0,4.0,3.0,5.0
409,"(116, 120, 282, 1397)",['AngularJS' 'Express.js' 'MongoDB' 'Node.js'],2,31.0,21.0,10.0,,,
410,"(116, 120, 282, 1855)",['Angular 2+' 'Express.js' 'MongoDB' 'Node.js'],1,31.0,21.0,10.0,,,
411,"(116, 120, 282, 2031)",['Express.js' 'MongoDB' 'Node.js' 'React'],10,72.0,56.0,13.0,,,3.0
412,"(116, 120, 282, 2036)",['Angular' 'Express.js' 'MongoDB' 'Node.js'],5,31.0,21.0,10.0,,,
413,"(116, 120, 282, 433)",['AWS' 'Express.js' 'MongoDB' 'Node.js'],1,2.0,1.0,,,1.0,
414,"(116, 120, 282, 433, 2031)",['AWS' 'Express.js' 'MongoDB' 'Node.js' 'React'],1,1.0,1.0,,,,
415,"(116, 120, 282, 433, 617, 2031)","['AMP (Accelerated Mobile Pages)' 'AWS' 'Express.js' 'MongoDB' 'Node.js'
 'React']",1,0.0,,,,,
416,"(116, 120, 282, 893, 2036)",['Angular' 'Express.js' 'MongoDB' 'Nativescript ' 'Node.js'],1,0.0,,,,,
417,"(116, 120, 284, 2031, 2036)",['Angular' 'MongoDB' 'Node.js' 'React' 'jQuery'],1,0.0,,,,,
418,"(116, 120, 287, 2031)",['MongoDB' 'NoSQL' 'Node.js' 'React'],1,0.0,,,,,
419,"(116, 120, 355, 1397, 2036)",['Angular' 'AngularJS' 'MongoDB' 'Node.js' 'Web Architecture'],1,0.0,,,,,
420,"(116, 120, 406, 2031)",['MongoDB' 'Next.js' 'Node.js' 'React'],1,25.0,20.0,3.0,,,2.0
421,"(116, 120, 433, 2031)",['AWS' 'MongoDB' 'Node.js' 'React'],3,2.0,1.0,1.0,,,
422,"(116, 122, 165, 2031)",['MongoDB' 'PHP' 'React' 'Vue.js'],1,10.0,9.0,1.0,,,
423,"(116, 122, 2036)",['Angular' 'MongoDB' 'Vue.js'],1,20.0,15.0,5.0,,,
424,"(116, 1302, 2031)",['Fullstack Development' 'MongoDB' 'React'],1,0.0,,,,,
425,"(116, 132)",['Firebase' 'MongoDB'],1,37.0,24.0,10.0,1.0,2.0,
426,"(116, 158, 159)",['GraphQL' 'MongoDB' 'Typescript'],1,42.0,35.0,6.0,,1.0,
427,"(116, 158, 2031)",['MongoDB' 'React' 'Typescript'],3,143.0,95.0,38.0,,1.0,9.0
428,"(116, 158, 406, 2031)",['MongoDB' 'Next.js' 'React' 'Typescript'],1,25.0,20.0,4.0,,,1.0
429,"(116, 160, 282)",['Express.js' 'MongoDB' 'React Native'],1,16.0,11.0,3.0,,1.0,1.0
430,"(116, 166, 433, 1012, 1013)",['AWS' 'AWS Aurora' 'AWS Lambda' 'Linux ' 'MongoDB'],1,0.0,,,,,
431,"(116, 2031)",['MongoDB' 'React'],3,210.0,115.0,73.0,1.0,1.0,20.0
432,"(116, 2036)",['Angular' 'MongoDB'],1,145.0,69.0,58.0,6.0,9.0,3.0
433,"(116, 2096)",['Go' 'MongoDB'],1,53.0,21.0,18.0,7.0,2.0,5.0
434,"(116, 282, 1615, 2031)",['API Integrations  ' 'Express.js' 'MongoDB' 'React'],1,0.0,,,,,
435,"(116, 282, 406, 2031)",['Express.js' 'MongoDB' 'Next.js' 'React'],1,18.0,15.0,3.0,,,
436,"(116, 346, 384, 485, 944, 1314)",['Cypress' 'JMeter' 'Jest' 'Mocha' 'MongoDB' 'Puppeteer'],1,0.0,,,,,
437,"(116, 433, 2031, 2036)",['AWS' 'Angular' 'MongoDB' 'React'],1,0.0,,,,,
438,"(116,)",['MongoDB'],1,899.0,268.0,397.0,94.0,70.0,70.0
439,"(1163, 2031)",['React' 'Web3'],1,0.0,,,,,
440,"(1163, 2031, 2109)",['React' 'Tailwind CSS' 'Web3'],1,0.0,,,,,
441,"(119,)",['Ember.js'],4,8.0,2.0,2.0,2.0,2.0,
442,"(1196, 2031)",['Finance' 'React'],1,0.0,,,,,
443,"(120, 1013)",['AWS Lambda' 'Node.js'],1,54.0,28.0,25.0,1.0,,
444,"(120, 1013, 2031)",['AWS Lambda' 'Node.js' 'React'],2,20.0,12.0,8.0,,,
445,"(120, 1059, 2031)",['Node.js' 'React' 'Web API'],2,0.0,,,,,
446,"(120, 1163, 2031)",['Node.js' 'React' 'Web3'],2,0.0,,,,,
447,"(120, 1186, 1397, 2031)",['AngularJS' 'Node.js' 'Oracle SQL' 'React'],1,27.0,23.0,2.0,,,2.0
448,"(120, 121, 132, 433, 614, 2031)",['AWS' 'Figma' 'Firebase' 'Node.js' 'React' 'Redux'],1,0.0,,,,,
449,"(120, 121, 158)",['Node.js' 'Redux' 'Typescript'],1,232.0,107.0,102.0,8.0,2.0,13.0
450,"(120, 121, 158, 2031)",['Node.js' 'React' 'Redux' 'Typescript'],3,179.0,91.0,76.0,2.0,1.0,9.0
451,"(120, 121, 2031)",['Node.js' 'React' 'Redux'],7,250.0,105.0,112.0,2.0,1.0,30.0
452,"(120, 121, 2031, 2050)",['Node.js' 'Python(Django)' 'React' 'Redux'],1,15.0,13.0,2.0,,,
453,"(120, 121, 2031, 2101)",['Node.js' 'React' 'React Hooks' 'Redux'],1,34.0,24.0,8.0,,,2.0
454,"(120, 121, 258, 2031)",['Git' 'Node.js' 'React' 'Redux'],1,86.0,58.0,25.0,1.0,,2.0
455,"(120, 121, 321, 2031)",['Node.js' 'React' 'Redux' 'Webpack'],4,0.0,,,,,
456,"(120, 122)",['Node.js' 'Vue.js'],8,640.0,194.0,266.0,124.0,21.0,35.0
457,"(120, 122, 125, 160, 1615, 2031, 2036)","['API Design' 'API Integrations  ' 'Angular' 'Node.js' 'React'
 'React Native' 'Vue.js']",1,0.0,,,,,
458,"(120, 122, 132)",['Firebase' 'Node.js' 'Vue.js'],1,17.0,11.0,3.0,1.0,2.0,
459,"(120, 122, 132, 160)",['Firebase' 'Node.js' 'React Native' 'Vue.js'],1,3.0,2.0,,,1.0,
460,"(120, 122, 158)",['Node.js' 'Typescript' 'Vue.js'],2,213.0,110.0,79.0,13.0,1.0,10.0
461,"(120, 122, 158, 159, 1397)",['AngularJS' 'GraphQL' 'Node.js' 'Typescript' 'Vue.js'],1,13.0,11.0,2.0,,,
462,"(120, 122, 158, 160)",['Node.js' 'React Native' 'Typescript' 'Vue.js'],1,12.0,10.0,1.0,,1.0,
463,"(120, 122, 158, 160, 2031, 2036)",['Angular' 'Node.js' 'React' 'React Native' 'Typescript' 'Vue.js'],1,4.0,4.0,,,,
464,"(120, 122, 158, 2096)",['Go' 'Node.js' 'Typescript' 'Vue.js'],1,9.0,8.0,,,1.0,
465,"(120, 122, 158, 282, 2031)",['Express.js' 'Node.js' 'React' 'Typescript' 'Vue.js'],1,27.0,24.0,2.0,,,1.0
466,"(120, 122, 158, 433, 1783)",['AWS' 'FFmpeg' 'Node.js' 'Typescript' 'Vue.js'],1,0.0,,,,,
467,"(120, 122, 158, 456)",['Hyperledger Fabric' 'Node.js' 'Typescript' 'Vue.js'],1,0.0,,,,,
468,"(120, 122, 159)",['GraphQL' 'Node.js' 'Vue.js'],1,59.0,39.0,16.0,1.0,2.0,1.0
469,"(120, 122, 159, 387)",['GraphQL' 'HTML' 'Node.js' 'Vue.js'],1,0.0,,,,,
470,"(120, 122, 1615, 2031)",['API Integrations  ' 'Node.js' 'React' 'Vue.js'],1,0.0,,,,,
471,"(120, 122, 2031)",['Node.js' 'React' 'Vue.js'],2,174.0,88.0,60.0,2.0,1.0,23.0
472,"(120, 122, 2031, 2036)",['Angular' 'Node.js' 'React' 'Vue.js'],1,41.0,27.0,12.0,1.0,,1.0
473,"(120, 122, 2050)",['Node.js' 'Python(Django)' 'Vue.js'],1,25.0,20.0,3.0,,1.0,1.0
474,"(120, 122, 2133)",['AWS Operations' 'Node.js' 'Vue.js'],1,0.0,,,,,
475,"(120, 122, 284, 2031, 2118)",['Liquid' 'Node.js' 'React' 'Vue.js' 'jQuery'],1,0.0,,,,,
476,"(120, 122, 314, 433, 720, 1827)","['AWS' 'AWS Administration' 'AWS Solutions Architecture'
 'JavaScript Frameworks' 'Node.js' 'Vue.js']",1,0.0,,,,,
477,"(120, 122, 433)",['AWS' 'Node.js' 'Vue.js'],1,3.0,2.0,,,1.0,
478,"(120, 122, 433, 2031)",['AWS' 'Node.js' 'React' 'Vue.js'],1,2.0,2.0,,,,
479,"(120, 122, 519, 594)",['Node.js' 'SCSS' 'Vue.js' 'Vuex'],1,0.0,,,,,
480,"(120, 124, 159, 2031)",['GraphQL' 'Node.js' 'React' 'Software Architecture'],1,0.0,,,,,
481,"(120, 124, 2031)",['Node.js' 'React' 'Software Architecture'],1,0.0,,,,,
