,must_have_skill_ids_tuple,must_have_skill_names,num_must_have_skills,total_positions,chosen_sum_in_bulk_job,active_positions,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience,sk_li,single_skill,id,skill_name
152,"(105, 353)",['Swift' 'UI Development'],2.0,1.0,0,0.0,0.0,,,,,,"['105', ' 353']",105,105,Swift
153,"(105, 353)",['Swift' 'UI Development'],2.0,1.0,0,0.0,0.0,,,,,,"['105', ' 353']",353,353,UI Development
154,"(105, 567)",['Android/Java' 'Swift'],2.0,1.0,0,0.0,99.0,9.0,45.0,27.0,6.0,12.0,"['105', ' 567']",105,105,Swift
155,"(105, 567)",['Android/Java' 'Swift'],2.0,1.0,0,0.0,99.0,9.0,45.0,27.0,6.0,12.0,"['105', ' 567']",567,567,Android/Java
156,"(105, 567, 568)",['Android/Java' 'Android/Kotlin' 'Swift'],3.0,1.0,0,0.0,19.0,3.0,10.0,4.0,,2.0,"['105', ' 567', ' 568']",105,105,Swift
157,"(105, 567, 568)",['Android/Java' 'Android/Kotlin' 'Swift'],3.0,1.0,0,0.0,19.0,3.0,10.0,4.0,,2.0,"['105', ' 567', ' 568']",567,567,Android/Java
158,"(105, 567, 568)",['Android/Java' 'Android/Kotlin' 'Swift'],3.0,1.0,0,0.0,19.0,3.0,10.0,4.0,,2.0,"['105', ' 567', ' 568']",568,568,Android/Kotlin
159,"(105, 568)",['Android/Kotlin' 'Swift'],2.0,2.0,1,0.0,19.0,3.0,10.0,4.0,,2.0,"['105', ' 568']",105,105,Swift
160,"(105, 568)",['Android/Kotlin' 'Swift'],2.0,2.0,1,0.0,19.0,3.0,10.0,4.0,,2.0,"['105', ' 568']",568,568,Android/Kotlin
161,"(105,)",['Swift'],1.0,15.0,5,1.0,888.0,24.0,112.0,492.0,171.0,89.0,"['105', '']",105,105,Swift
162,"(1057,)",['Artificial Intelligence'],1.0,2.0,2,0.0,0.0,,,,,,"['1057', '']",1057,1057,Artificial Intelligence
163,"(1059, 1615)",['API Integrations  ' 'Web API'],2.0,1.0,0,0.0,0.0,,,,,,"['1059', ' 1615']",1059,1059,Web API
164,"(1059, 1615)",['API Integrations  ' 'Web API'],2.0,1.0,0,0.0,0.0,,,,,,"['1059', ' 1615']",1615,1615,API Integrations  
165,"(1059, 2087)","['PHP, Laravel' 'Web API']",2.0,1.0,0,0.0,0.0,,,,,,"['1059', ' 2087']",1059,1059,Web API
166,"(1059, 2087)","['PHP, Laravel' 'Web API']",2.0,1.0,0,0.0,0.0,,,,,,"['1059', ' 2087']",2087,2087,"PHP, Laravel"
167,"(1059,)",['Web API'],1.0,1.0,0,0.0,0.0,,,,,,"['1059', '']",1059,1059,Web API
168,"(107, 111, 122, 158, 321, 387, 598, 774, 2031, 2036)","['Angular' 'Babel' 'CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'
 'React' 'Typescript' 'Vue.js' 'Webpack']",10.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 122', ' 158', ' 321', ' 387', ' 598', ' 774', ' 2031', ' 2036']",107,107,CSS
169,"(107, 111, 122, 158, 321, 387, 598, 774, 2031, 2036)","['Angular' 'Babel' 'CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'
 'React' 'Typescript' 'Vue.js' 'Webpack']",10.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 122', ' 158', ' 321', ' 387', ' 598', ' 774', ' 2031', ' 2036']",111,111,REST/RESTful APIs
170,"(107, 111, 122, 158, 321, 387, 598, 774, 2031, 2036)","['Angular' 'Babel' 'CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'
 'React' 'Typescript' 'Vue.js' 'Webpack']",10.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 122', ' 158', ' 321', ' 387', ' 598', ' 774', ' 2031', ' 2036']",122,122,Vue.js
171,"(107, 111, 122, 158, 321, 387, 598, 774, 2031, 2036)","['Angular' 'Babel' 'CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'
 'React' 'Typescript' 'Vue.js' 'Webpack']",10.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 122', ' 158', ' 321', ' 387', ' 598', ' 774', ' 2031', ' 2036']",158,158,Typescript
172,"(107, 111, 122, 158, 321, 387, 598, 774, 2031, 2036)","['Angular' 'Babel' 'CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'
 'React' 'Typescript' 'Vue.js' 'Webpack']",10.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 122', ' 158', ' 321', ' 387', ' 598', ' 774', ' 2031', ' 2036']",321,321,Webpack
173,"(107, 111, 122, 158, 321, 387, 598, 774, 2031, 2036)","['Angular' 'Babel' 'CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'
 'React' 'Typescript' 'Vue.js' 'Webpack']",10.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 122', ' 158', ' 321', ' 387', ' 598', ' 774', ' 2031', ' 2036']",387,387,HTML
174,"(107, 111, 122, 158, 321, 387, 598, 774, 2031, 2036)","['Angular' 'Babel' 'CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'
 'React' 'Typescript' 'Vue.js' 'Webpack']",10.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 122', ' 158', ' 321', ' 387', ' 598', ' 774', ' 2031', ' 2036']",598,598,Javascript ES6
175,"(107, 111, 122, 158, 321, 387, 598, 774, 2031, 2036)","['Angular' 'Babel' 'CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'
 'React' 'Typescript' 'Vue.js' 'Webpack']",10.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 122', ' 158', ' 321', ' 387', ' 598', ' 774', ' 2031', ' 2036']",774,774,Babel
176,"(107, 111, 122, 158, 321, 387, 598, 774, 2031, 2036)","['Angular' 'Babel' 'CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'
 'React' 'Typescript' 'Vue.js' 'Webpack']",10.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 122', ' 158', ' 321', ' 387', ' 598', ' 774', ' 2031', ' 2036']",2031,2031,React
177,"(107, 111, 122, 158, 321, 387, 598, 774, 2031, 2036)","['Angular' 'Babel' 'CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'
 'React' 'Typescript' 'Vue.js' 'Webpack']",10.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 122', ' 158', ' 321', ' 387', ' 598', ' 774', ' 2031', ' 2036']",2036,2036,Angular
178,"(107, 111, 264, 314, 495, 1123, 1938)","['AJAX ' 'CSS' 'JSON' 'JavaScript Frameworks' 'REST/RESTful APIs'
 'UI Design' 'UX Design']",7.0,1.0,0,1.0,0.0,,,,,,"['107', ' 111', ' 264', ' 314', ' 495', ' 1123', ' 1938']",107,107,CSS
179,"(107, 111, 264, 314, 495, 1123, 1938)","['AJAX ' 'CSS' 'JSON' 'JavaScript Frameworks' 'REST/RESTful APIs'
 'UI Design' 'UX Design']",7.0,1.0,0,1.0,0.0,,,,,,"['107', ' 111', ' 264', ' 314', ' 495', ' 1123', ' 1938']",111,111,REST/RESTful APIs
180,"(107, 111, 264, 314, 495, 1123, 1938)","['AJAX ' 'CSS' 'JSON' 'JavaScript Frameworks' 'REST/RESTful APIs'
 'UI Design' 'UX Design']",7.0,1.0,0,1.0,0.0,,,,,,"['107', ' 111', ' 264', ' 314', ' 495', ' 1123', ' 1938']",264,264,JSON
181,"(107, 111, 264, 314, 495, 1123, 1938)","['AJAX ' 'CSS' 'JSON' 'JavaScript Frameworks' 'REST/RESTful APIs'
 'UI Design' 'UX Design']",7.0,1.0,0,1.0,0.0,,,,,,"['107', ' 111', ' 264', ' 314', ' 495', ' 1123', ' 1938']",314,314,JavaScript Frameworks
182,"(107, 111, 264, 314, 495, 1123, 1938)","['AJAX ' 'CSS' 'JSON' 'JavaScript Frameworks' 'REST/RESTful APIs'
 'UI Design' 'UX Design']",7.0,1.0,0,1.0,0.0,,,,,,"['107', ' 111', ' 264', ' 314', ' 495', ' 1123', ' 1938']",495,495,AJAX 
183,"(107, 111, 264, 314, 495, 1123, 1938)","['AJAX ' 'CSS' 'JSON' 'JavaScript Frameworks' 'REST/RESTful APIs'
 'UI Design' 'UX Design']",7.0,1.0,0,1.0,0.0,,,,,,"['107', ' 111', ' 264', ' 314', ' 495', ' 1123', ' 1938']",1123,1123,UI Design
184,"(107, 111, 264, 314, 495, 1123, 1938)","['AJAX ' 'CSS' 'JSON' 'JavaScript Frameworks' 'REST/RESTful APIs'
 'UI Design' 'UX Design']",7.0,1.0,0,1.0,0.0,,,,,,"['107', ' 111', ' 264', ' 314', ' 495', ' 1123', ' 1938']",1938,1938,UX Design
185,"(107, 111, 387, 2020, 2031)",['CSS' 'HTML' 'REST/RESTful APIs' 'React' 'Spring'],5.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 387', ' 2020', ' 2031']",107,107,CSS
186,"(107, 111, 387, 2020, 2031)",['CSS' 'HTML' 'REST/RESTful APIs' 'React' 'Spring'],5.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 387', ' 2020', ' 2031']",111,111,REST/RESTful APIs
187,"(107, 111, 387, 2020, 2031)",['CSS' 'HTML' 'REST/RESTful APIs' 'React' 'Spring'],5.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 387', ' 2020', ' 2031']",387,387,HTML
188,"(107, 111, 387, 2020, 2031)",['CSS' 'HTML' 'REST/RESTful APIs' 'React' 'Spring'],5.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 387', ' 2020', ' 2031']",2020,2020,Spring
189,"(107, 111, 387, 2020, 2031)",['CSS' 'HTML' 'REST/RESTful APIs' 'React' 'Spring'],5.0,1.0,0,0.0,0.0,,,,,,"['107', ' 111', ' 387', ' 2020', ' 2031']",2031,2031,React
190,"(107, 111, 387, 598)",['CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'],4.0,1.0,1,0.0,42.0,33.0,7.0,,,2.0,"['107', ' 111', ' 387', ' 598']",107,107,CSS
191,"(107, 111, 387, 598)",['CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'],4.0,1.0,1,0.0,42.0,33.0,7.0,,,2.0,"['107', ' 111', ' 387', ' 598']",111,111,REST/RESTful APIs
192,"(107, 111, 387, 598)",['CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'],4.0,1.0,1,0.0,42.0,33.0,7.0,,,2.0,"['107', ' 111', ' 387', ' 598']",387,387,HTML
193,"(107, 111, 387, 598)",['CSS' 'HTML' 'Javascript ES6' 'REST/RESTful APIs'],4.0,1.0,1,0.0,42.0,33.0,7.0,,,2.0,"['107', ' 111', ' 387', ' 598']",598,598,Javascript ES6
194,"(107, 111, 387, 769, 2031)",['CSS' 'HTML' 'REST/RESTful APIs' 'React' 'Software Development'],5.0,1.0,1,0.0,0.0,,,,,,"['107', ' 111', ' 387', ' 769', ' 2031']",107,107,CSS
195,"(107, 111, 387, 769, 2031)",['CSS' 'HTML' 'REST/RESTful APIs' 'React' 'Software Development'],5.0,1.0,1,0.0,0.0,,,,,,"['107', ' 111', ' 387', ' 769', ' 2031']",111,111,REST/RESTful APIs
196,"(107, 111, 387, 769, 2031)",['CSS' 'HTML' 'REST/RESTful APIs' 'React' 'Software Development'],5.0,1.0,1,0.0,0.0,,,,,,"['107', ' 111', ' 387', ' 769', ' 2031']",387,387,HTML
197,"(107, 111, 387, 769, 2031)",['CSS' 'HTML' 'REST/RESTful APIs' 'React' 'Software Development'],5.0,1.0,1,0.0,0.0,,,,,,"['107', ' 111', ' 387', ' 769', ' 2031']",769,769,Software Development
198,"(107, 111, 387, 769, 2031)",['CSS' 'HTML' 'REST/RESTful APIs' 'React' 'Software Development'],5.0,1.0,1,0.0,0.0,,,,,,"['107', ' 111', ' 387', ' 769', ' 2031']",2031,2031,React
199,"(107, 111, 406, 2031)",['CSS' 'Next.js' 'REST/RESTful APIs' 'React'],4.0,1.0,0,1.0,3.0,3.0,,,,,"['107', ' 111', ' 406', ' 2031']",107,107,CSS
200,"(107, 111, 406, 2031)",['CSS' 'Next.js' 'REST/RESTful APIs' 'React'],4.0,1.0,0,1.0,3.0,3.0,,,,,"['107', ' 111', ' 406', ' 2031']",111,111,REST/RESTful APIs
201,"(107, 111, 406, 2031)",['CSS' 'Next.js' 'REST/RESTful APIs' 'React'],4.0,1.0,0,1.0,3.0,3.0,,,,,"['107', ' 111', ' 406', ' 2031']",406,406,Next.js
202,"(107, 111, 406, 2031)",['CSS' 'Next.js' 'REST/RESTful APIs' 'React'],4.0,1.0,0,1.0,3.0,3.0,,,,,"['107', ' 111', ' 406', ' 2031']",2031,2031,React
203,"(107, 114, 120, 158, 2031)",['CSS' 'Node.js' 'React' 'SQL' 'Typescript'],5.0,1.0,0,1.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 158', ' 2031']",107,107,CSS
204,"(107, 114, 120, 158, 2031)",['CSS' 'Node.js' 'React' 'SQL' 'Typescript'],5.0,1.0,0,1.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 158', ' 2031']",114,114,SQL
205,"(107, 114, 120, 158, 2031)",['CSS' 'Node.js' 'React' 'SQL' 'Typescript'],5.0,1.0,0,1.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 158', ' 2031']",120,120,Node.js
206,"(107, 114, 120, 158, 2031)",['CSS' 'Node.js' 'React' 'SQL' 'Typescript'],5.0,1.0,0,1.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 158', ' 2031']",158,158,Typescript
207,"(107, 114, 120, 158, 2031)",['CSS' 'Node.js' 'React' 'SQL' 'Typescript'],5.0,1.0,0,1.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 158', ' 2031']",2031,2031,React
208,"(107, 114, 120, 158, 387, 2031)",['CSS' 'HTML' 'Node.js' 'React' 'SQL' 'Typescript'],6.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 158', ' 387', ' 2031']",107,107,CSS
209,"(107, 114, 120, 158, 387, 2031)",['CSS' 'HTML' 'Node.js' 'React' 'SQL' 'Typescript'],6.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 158', ' 387', ' 2031']",114,114,SQL
210,"(107, 114, 120, 158, 387, 2031)",['CSS' 'HTML' 'Node.js' 'React' 'SQL' 'Typescript'],6.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 158', ' 387', ' 2031']",120,120,Node.js
211,"(107, 114, 120, 158, 387, 2031)",['CSS' 'HTML' 'Node.js' 'React' 'SQL' 'Typescript'],6.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 158', ' 387', ' 2031']",158,158,Typescript
212,"(107, 114, 120, 158, 387, 2031)",['CSS' 'HTML' 'Node.js' 'React' 'SQL' 'Typescript'],6.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 158', ' 387', ' 2031']",387,387,HTML
213,"(107, 114, 120, 158, 387, 2031)",['CSS' 'HTML' 'Node.js' 'React' 'SQL' 'Typescript'],6.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 158', ' 387', ' 2031']",2031,2031,React
214,"(107, 114, 120, 287, 2031)",['CSS' 'NoSQL' 'Node.js' 'React' 'SQL'],5.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 287', ' 2031']",107,107,CSS
215,"(107, 114, 120, 287, 2031)",['CSS' 'NoSQL' 'Node.js' 'React' 'SQL'],5.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 287', ' 2031']",114,114,SQL
216,"(107, 114, 120, 287, 2031)",['CSS' 'NoSQL' 'Node.js' 'React' 'SQL'],5.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 287', ' 2031']",120,120,Node.js
217,"(107, 114, 120, 287, 2031)",['CSS' 'NoSQL' 'Node.js' 'React' 'SQL'],5.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 287', ' 2031']",287,287,NoSQL
218,"(107, 114, 120, 287, 2031)",['CSS' 'NoSQL' 'Node.js' 'React' 'SQL'],5.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 287', ' 2031']",2031,2031,React
219,"(107, 114, 120, 387, 2031)",['CSS' 'HTML' 'Node.js' 'React' 'SQL'],5.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 387', ' 2031']",107,107,CSS
220,"(107, 114, 120, 387, 2031)",['CSS' 'HTML' 'Node.js' 'React' 'SQL'],5.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 387', ' 2031']",114,114,SQL
221,"(107, 114, 120, 387, 2031)",['CSS' 'HTML' 'Node.js' 'React' 'SQL'],5.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 387', ' 2031']",120,120,Node.js
222,"(107, 114, 120, 387, 2031)",['CSS' 'HTML' 'Node.js' 'React' 'SQL'],5.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 387', ' 2031']",387,387,HTML
223,"(107, 114, 120, 387, 2031)",['CSS' 'HTML' 'Node.js' 'React' 'SQL'],5.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 114', ' 120', ' 387', ' 2031']",2031,2031,React
224,"(107, 114, 120, 387, 392)",['CSS' 'Flutter' 'HTML' 'Node.js' 'SQL'],5.0,2.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392']",107,107,CSS
225,"(107, 114, 120, 387, 392)",['CSS' 'Flutter' 'HTML' 'Node.js' 'SQL'],5.0,2.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392']",114,114,SQL
226,"(107, 114, 120, 387, 392)",['CSS' 'Flutter' 'HTML' 'Node.js' 'SQL'],5.0,2.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392']",120,120,Node.js
227,"(107, 114, 120, 387, 392)",['CSS' 'Flutter' 'HTML' 'Node.js' 'SQL'],5.0,2.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392']",387,387,HTML
228,"(107, 114, 120, 387, 392)",['CSS' 'Flutter' 'HTML' 'Node.js' 'SQL'],5.0,2.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392']",392,392,Flutter
229,"(107, 114, 120, 387, 392, 488, 1561)","['CSS' 'Flutter' 'HTML' 'Mobile App Development' 'Mobile Web Development '
 'Node.js' 'SQL']",7.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392', ' 488', ' 1561']",107,107,CSS
230,"(107, 114, 120, 387, 392, 488, 1561)","['CSS' 'Flutter' 'HTML' 'Mobile App Development' 'Mobile Web Development '
 'Node.js' 'SQL']",7.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392', ' 488', ' 1561']",114,114,SQL
231,"(107, 114, 120, 387, 392, 488, 1561)","['CSS' 'Flutter' 'HTML' 'Mobile App Development' 'Mobile Web Development '
 'Node.js' 'SQL']",7.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392', ' 488', ' 1561']",120,120,Node.js
232,"(107, 114, 120, 387, 392, 488, 1561)","['CSS' 'Flutter' 'HTML' 'Mobile App Development' 'Mobile Web Development '
 'Node.js' 'SQL']",7.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392', ' 488', ' 1561']",387,387,HTML
233,"(107, 114, 120, 387, 392, 488, 1561)","['CSS' 'Flutter' 'HTML' 'Mobile App Development' 'Mobile Web Development '
 'Node.js' 'SQL']",7.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392', ' 488', ' 1561']",392,392,Flutter
234,"(107, 114, 120, 387, 392, 488, 1561)","['CSS' 'Flutter' 'HTML' 'Mobile App Development' 'Mobile Web Development '
 'Node.js' 'SQL']",7.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392', ' 488', ' 1561']",488,488,Mobile Web Development 
235,"(107, 114, 120, 387, 392, 488, 1561)","['CSS' 'Flutter' 'HTML' 'Mobile App Development' 'Mobile Web Development '
 'Node.js' 'SQL']",7.0,1.0,0,0.0,0.0,,,,,,"['107', ' 114', ' 120', ' 387', ' 392', ' 488', ' 1561']",1561,1561,Mobile App Development
236,"(107, 120, 121, 158, 2031)",['CSS' 'Node.js' 'React' 'Redux' 'Typescript'],5.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 120', ' 121', ' 158', ' 2031']",107,107,CSS
237,"(107, 120, 121, 158, 2031)",['CSS' 'Node.js' 'React' 'Redux' 'Typescript'],5.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 120', ' 121', ' 158', ' 2031']",120,120,Node.js
238,"(107, 120, 121, 158, 2031)",['CSS' 'Node.js' 'React' 'Redux' 'Typescript'],5.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 120', ' 121', ' 158', ' 2031']",121,121,Redux
239,"(107, 120, 121, 158, 2031)",['CSS' 'Node.js' 'React' 'Redux' 'Typescript'],5.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 120', ' 121', ' 158', ' 2031']",158,158,Typescript
240,"(107, 120, 121, 158, 2031)",['CSS' 'Node.js' 'React' 'Redux' 'Typescript'],5.0,1.0,0,0.0,5.0,5.0,,,,,"['107', ' 120', ' 121', ' 158', ' 2031']",2031,2031,React
241,"(107, 120, 121, 160, 2031)",['CSS' 'Node.js' 'React' 'React Native' 'Redux'],5.0,1.0,0,0.0,1.0,1.0,,,,,"['107', ' 120', ' 121', ' 160', ' 2031']",107,107,CSS
242,"(107, 120, 121, 160, 2031)",['CSS' 'Node.js' 'React' 'React Native' 'Redux'],5.0,1.0,0,0.0,1.0,1.0,,,,,"['107', ' 120', ' 121', ' 160', ' 2031']",120,120,Node.js
243,"(107, 120, 121, 160, 2031)",['CSS' 'Node.js' 'React' 'React Native' 'Redux'],5.0,1.0,0,0.0,1.0,1.0,,,,,"['107', ' 120', ' 121', ' 160', ' 2031']",121,121,Redux
244,"(107, 120, 121, 160, 2031)",['CSS' 'Node.js' 'React' 'React Native' 'Redux'],5.0,1.0,0,0.0,1.0,1.0,,,,,"['107', ' 120', ' 121', ' 160', ' 2031']",160,160,React Native
245,"(107, 120, 121, 160, 2031)",['CSS' 'Node.js' 'React' 'React Native' 'Redux'],5.0,1.0,0,0.0,1.0,1.0,,,,,"['107', ' 120', ' 121', ' 160', ' 2031']",2031,2031,React
246,"(107, 120, 122, 158, 387)",['CSS' 'HTML' 'Node.js' 'Typescript' 'Vue.js'],5.0,1.0,0,0.0,9.0,8.0,1.0,,,,"['107', ' 120', ' 122', ' 158', ' 387']",107,107,CSS
247,"(107, 120, 122, 158, 387)",['CSS' 'HTML' 'Node.js' 'Typescript' 'Vue.js'],5.0,1.0,0,0.0,9.0,8.0,1.0,,,,"['107', ' 120', ' 122', ' 158', ' 387']",120,120,Node.js
248,"(107, 120, 122, 158, 387)",['CSS' 'HTML' 'Node.js' 'Typescript' 'Vue.js'],5.0,1.0,0,0.0,9.0,8.0,1.0,,,,"['107', ' 120', ' 122', ' 158', ' 387']",122,122,Vue.js
249,"(107, 120, 122, 158, 387)",['CSS' 'HTML' 'Node.js' 'Typescript' 'Vue.js'],5.0,1.0,0,0.0,9.0,8.0,1.0,,,,"['107', ' 120', ' 122', ' 158', ' 387']",158,158,Typescript
250,"(107, 120, 122, 158, 387)",['CSS' 'HTML' 'Node.js' 'Typescript' 'Vue.js'],5.0,1.0,0,0.0,9.0,8.0,1.0,,,,"['107', ' 120', ' 122', ' 158', ' 387']",387,387,HTML
251,"(107, 120, 122, 159, 387)",['CSS' 'GraphQL' 'HTML' 'Node.js' 'Vue.js'],5.0,1.0,1,0.0,0.0,,,,,,"['107', ' 120', ' 122', ' 159', ' 387']",107,107,CSS
252,"(107, 120, 122, 159, 387)",['CSS' 'GraphQL' 'HTML' 'Node.js' 'Vue.js'],5.0,1.0,1,0.0,0.0,,,,,,"['107', ' 120', ' 122', ' 159', ' 387']",120,120,Node.js
253,"(107, 120, 122, 159, 387)",['CSS' 'GraphQL' 'HTML' 'Node.js' 'Vue.js'],5.0,1.0,1,0.0,0.0,,,,,,"['107', ' 120', ' 122', ' 159', ' 387']",122,122,Vue.js
254,"(107, 120, 122, 159, 387)",['CSS' 'GraphQL' 'HTML' 'Node.js' 'Vue.js'],5.0,1.0,1,0.0,0.0,,,,,,"['107', ' 120', ' 122', ' 159', ' 387']",159,159,GraphQL
255,"(107, 120, 122, 159, 387)",['CSS' 'GraphQL' 'HTML' 'Node.js' 'Vue.js'],5.0,1.0,1,0.0,0.0,,,,,,"['107', ' 120', ' 122', ' 159', ' 387']",387,387,HTML
256,"(107, 120, 158, 159, 2031)",['CSS' 'GraphQL' 'Node.js' 'React' 'Typescript'],5.0,1.0,1,0.0,2.0,2.0,,,,,"['107', ' 120', ' 158', ' 159', ' 2031']",107,107,CSS
257,"(107, 120, 158, 159, 2031)",['CSS' 'GraphQL' 'Node.js' 'React' 'Typescript'],5.0,1.0,1,0.0,2.0,2.0,,,,,"['107', ' 120', ' 158', ' 159', ' 2031']",120,120,Node.js
258,"(107, 120, 158, 159, 2031)",['CSS' 'GraphQL' 'Node.js' 'React' 'Typescript'],5.0,1.0,1,0.0,2.0,2.0,,,,,"['107', ' 120', ' 158', ' 159', ' 2031']",158,158,Typescript
259,"(107, 120, 158, 159, 2031)",['CSS' 'GraphQL' 'Node.js' 'React' 'Typescript'],5.0,1.0,1,0.0,2.0,2.0,,,,,"['107', ' 120', ' 158', ' 159', ' 2031']",159,159,GraphQL
260,"(107, 120, 158, 159, 2031)",['CSS' 'GraphQL' 'Node.js' 'React' 'Typescript'],5.0,1.0,1,0.0,2.0,2.0,,,,,"['107', ' 120', ' 158', ' 159', ' 2031']",2031,2031,React
261,"(107, 120, 160, 2031)",['CSS' 'Node.js' 'React' 'React Native'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['107', ' 120', ' 160', ' 2031']",107,107,CSS
262,"(107, 120, 160, 2031)",['CSS' 'Node.js' 'React' 'React Native'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['107', ' 120', ' 160', ' 2031']",120,120,Node.js
263,"(107, 120, 160, 2031)",['CSS' 'Node.js' 'React' 'React Native'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['107', ' 120', ' 160', ' 2031']",160,160,React Native
264,"(107, 120, 160, 2031)",['CSS' 'Node.js' 'React' 'React Native'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['107', ' 120', ' 160', ' 2031']",2031,2031,React
265,"(107, 120, 1855)",['Angular 2+' 'CSS' 'Node.js'],3.0,1.0,0,0.0,17.0,12.0,5.0,,,,"['107', ' 120', ' 1855']",107,107,CSS
266,"(107, 120, 1855)",['Angular 2+' 'CSS' 'Node.js'],3.0,1.0,0,0.0,17.0,12.0,5.0,,,,"['107', ' 120', ' 1855']",120,120,Node.js
267,"(107, 120, 1855)",['Angular 2+' 'CSS' 'Node.js'],3.0,1.0,0,0.0,17.0,12.0,5.0,,,,"['107', ' 120', ' 1855']",1855,1855,Angular 2+
268,"(107, 120, 2031)",['CSS' 'Node.js' 'React'],3.0,4.0,3,0.0,16.0,16.0,,,,,"['107', ' 120', ' 2031']",107,107,CSS
