,must_have_skill_ids_tuple,must_have_skill_names_y,total_positions,total_open_positions__c,dc,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
157,"(109, 1397)",['.NET' 'AngularJS'],1.0,0.0,1,['.NET' 'AngularJS'],1,0.0,,,,,
158,"(109, 2031)",['.NET' 'React'],1.0,0.0,1,['.NET' 'React'],1,0.0,,,,,
159,"(109, 2036)",['.NET' 'Angular'],1.0,0.0,0,['.NET' 'Angular'],1,0.0,,,,,
160,"(109, 2061)",['.NET' 'MS SQLServer'],1.0,0.0,1,['.NET' 'MS SQLServer'],1,0.0,,,,,
161,"(109, 433, 2031)",['.NET' 'AWS' 'React'],1.0,0.0,0,['.NET' 'AWS' 'React'],1,0.0,,,,,
162,"(109,)",['.NET'],4.0,1.0,1,['.NET'],5,0.0,,,,,
163,"(111, 113, 116, 292, 305, 389, 1688, 2032)","['Hibernate' 'Java 8' 'Microservices' 'MongoDB' 'MySQL' 'OAuth APIs'
 'REST/RESTful APIs' 'SpringBoot']",1.0,0.0,0,"['Hibernate' 'Java 8' 'Microservices' 'MongoDB' 'MySQL' 'OAuth APIs'
 'REST/RESTful APIs' 'SpringBoot']",1,0.0,,,,,
164,"(111, 113, 116, 862, 2087)","['MongoDB' 'MySQL' 'PHP, Laravel' 'REST/RESTful APIs' 'Web Development']",1.0,0.0,0,"['MongoDB' 'MySQL' 'PHP, Laravel' 'REST/RESTful APIs' 'Web Development']",1,0.0,,,,,
165,"(111, 113, 120)",['MySQL' 'Node.js' 'REST/RESTful APIs'],3.0,4.0,0,['MySQL' 'Node.js' 'REST/RESTful APIs'],2,248.0,146.0,86.0,8.0,5.0,3.0
166,"(111, 113, 158, 2107)",['MySQL' 'Nest.js' 'REST/RESTful APIs' 'Typescript'],1.0,0.0,0,['MySQL' 'Nest.js' 'REST/RESTful APIs' 'Typescript'],1,0.0,,,,,
167,"(111, 114, 120, 258, 282)",['Express.js' 'Git' 'Node.js' 'REST/RESTful APIs' 'SQL'],1.0,0.0,0,['Express.js' 'Git' 'Node.js' 'REST/RESTful APIs' 'SQL'],1,52.0,39.0,11.0,,1.0,1.0
168,"(111, 114, 122, 358)",['Laravel' 'REST/RESTful APIs' 'SQL' 'Vue.js'],1.0,0.0,1,['Laravel' 'REST/RESTful APIs' 'SQL' 'Vue.js'],2,56.0,34.0,21.0,,1.0,
169,"(111, 114, 159)",['GraphQL' 'REST/RESTful APIs' 'SQL'],1.0,0.0,0,['GraphQL' 'REST/RESTful APIs' 'SQL'],1,53.0,41.0,6.0,2.0,1.0,3.0
170,"(111, 114, 165, 258)",['Git' 'PHP' 'REST/RESTful APIs' 'SQL'],1.0,0.0,0,['Git' 'PHP' 'REST/RESTful APIs' 'SQL'],1,69.0,43.0,25.0,,1.0,
171,"(111, 114, 2031)",['REST/RESTful APIs' 'React' 'SQL'],2.0,2.0,1,['REST/RESTful APIs' 'React' 'SQL'],2,149.0,116.0,29.0,,1.0,3.0
172,"(111, 114, 2087)","['PHP, Laravel' 'REST/RESTful APIs' 'SQL']",1.0,0.0,0,"['PHP, Laravel' 'REST/RESTful APIs' 'SQL']",1,114.0,56.0,55.0,,2.0,1.0
173,"(111, 114, 259, 397, 1059, 1096, 2094)","['Data Engineer' 'Data Migration' 'REST/RESTful APIs' 'SQL' 'SSIS'
 'Talend Open Studio' 'Web API']",1.0,0.0,0,"['Data Engineer' 'Data Migration' 'REST/RESTful APIs' 'SQL' 'SSIS'
 'Talend Open Studio' 'Web API']",1,0.0,,,,,
174,"(111, 114, 388, 441, 666)",['.NET Core' 'ASP.NET' 'Entity Framework' 'REST/RESTful APIs' 'SQL'],1.0,0.0,0,['.NET Core' 'ASP.NET' 'Entity Framework' 'REST/RESTful APIs' 'SQL'],1,0.0,,,,,
175,"(111, 116, 120, 232, 675, 1555, 2091)","['AS3' 'Data Engineering' 'DynamoDB' 'Mathematics' 'MongoDB' 'Node.js'
 'REST/RESTful APIs']",1.0,0.0,0,"['AS3' 'Data Engineering' 'DynamoDB' 'Mathematics' 'MongoDB' 'Node.js'
 'REST/RESTful APIs']",1,0.0,,,,,
176,"(111, 120)",['Node.js' 'REST/RESTful APIs'],3.0,0.0,1,['Node.js' 'REST/RESTful APIs'],3,703.0,275.0,325.0,58.0,24.0,21.0
177,"(111, 120, 1059, 2115)",['Node.js' 'QA' 'REST/RESTful APIs' 'Web API'],2.0,0.0,1,['Node.js' 'QA' 'REST/RESTful APIs' 'Web API'],1,0.0,,,,,
178,"(111, 120, 121, 598, 2031)",['Javascript ES6' 'Node.js' 'REST/RESTful APIs' 'React' 'Redux'],1.0,0.0,1,['Javascript ES6' 'Node.js' 'REST/RESTful APIs' 'React' 'Redux'],1,47.0,31.0,15.0,,,1.0
179,"(111, 120, 122)",['Node.js' 'REST/RESTful APIs' 'Vue.js'],3.0,0.0,0,['Node.js' 'REST/RESTful APIs' 'Vue.js'],3,150.0,86.0,52.0,8.0,2.0,2.0
180,"(111, 120, 122, 249)",['Cloud' 'Node.js' 'REST/RESTful APIs' 'Vue.js'],3.0,0.0,3,['Cloud' 'Node.js' 'REST/RESTful APIs' 'Vue.js'],3,0.0,,,,,
181,"(111, 120, 1300)",['ETL' 'Node.js' 'REST/RESTful APIs'],2.0,2.0,0,['ETL' 'Node.js' 'REST/RESTful APIs'],1,0.0,,,,,
182,"(111, 120, 1397)",['AngularJS' 'Node.js' 'REST/RESTful APIs'],1.0,0.0,1,['AngularJS' 'Node.js' 'REST/RESTful APIs'],1,112.0,58.0,47.0,5.0,,2.0
183,"(111, 120, 158)",['Node.js' 'REST/RESTful APIs' 'Typescript'],1.0,0.0,0,['Node.js' 'REST/RESTful APIs' 'Typescript'],1,294.0,157.0,113.0,14.0,3.0,7.0
184,"(111, 120, 158, 2031)",['Node.js' 'REST/RESTful APIs' 'React' 'Typescript'],1.0,0.0,0,['Node.js' 'REST/RESTful APIs' 'React' 'Typescript'],1,152.0,103.0,42.0,2.0,1.0,4.0
185,"(111, 120, 159)",['GraphQL' 'Node.js' 'REST/RESTful APIs'],1.0,0.0,0,['GraphQL' 'Node.js' 'REST/RESTful APIs'],1,76.0,54.0,14.0,2.0,1.0,5.0
186,"(111, 120, 282)",['Express.js' 'Node.js' 'REST/RESTful APIs'],1.0,0.0,0,['Express.js' 'Node.js' 'REST/RESTful APIs'],1,203.0,111.0,82.0,4.0,3.0,3.0
187,"(111, 120, 287, 305, 347)",['Agile' 'Microservices' 'NoSQL' 'Node.js' 'REST/RESTful APIs'],8.0,8.0,0,['Agile' 'Microservices' 'NoSQL' 'Node.js' 'REST/RESTful APIs'],1,0.0,,,,,
188,"(111, 120, 406, 2031)",['Next.js' 'Node.js' 'REST/RESTful APIs' 'React'],1.0,0.0,0,['Next.js' 'Node.js' 'REST/RESTful APIs' 'React'],1,32.0,23.0,8.0,1.0,,
189,"(111, 120, 433)",['AWS' 'Node.js' 'REST/RESTful APIs'],1.0,0.0,1,['AWS' 'Node.js' 'REST/RESTful APIs'],1,8.0,4.0,1.0,2.0,1.0,
190,"(111, 121, 158, 160)",['REST/RESTful APIs' 'React Native' 'Redux' 'Typescript'],1.0,0.0,1,['REST/RESTful APIs' 'React Native' 'Redux' 'Typescript'],1,22.0,15.0,5.0,,,2.0
191,"(111, 121, 159, 160, 338)",['Flux' 'GraphQL' 'REST/RESTful APIs' 'React Native' 'Redux'],1.0,0.0,0,['Flux' 'GraphQL' 'REST/RESTful APIs' 'React Native' 'Redux'],1,0.0,,,,,
192,"(111, 121, 2031)",['REST/RESTful APIs' 'React' 'Redux'],3.0,0.0,1,['REST/RESTful APIs' 'React' 'Redux'],3,108.0,60.0,43.0,,,5.0
193,"(111, 122, 249, 2031)",['Cloud' 'REST/RESTful APIs' 'React' 'Vue.js'],1.0,0.0,0,['Cloud' 'REST/RESTful APIs' 'React' 'Vue.js'],1,0.0,,,,,
194,"(111, 122, 292, 2087)","['OAuth APIs' 'PHP, Laravel' 'REST/RESTful APIs' 'Vue.js']",1.0,0.0,0,"['OAuth APIs' 'PHP, Laravel' 'REST/RESTful APIs' 'Vue.js']",1,0.0,,,,,
195,"(111, 158, 2031)",['REST/RESTful APIs' 'React' 'Typescript'],1.0,0.0,1,['REST/RESTful APIs' 'React' 'Typescript'],1,247.0,149.0,77.0,2.0,1.0,18.0
196,"(111, 159)",['GraphQL' 'REST/RESTful APIs'],1.0,0.0,1,['GraphQL' 'REST/RESTful APIs'],1,129.0,80.0,31.0,6.0,2.0,10.0
197,"(111, 159, 1023, 1059, 1406, 2031, 2036)","['Angular' 'GraphQL' 'Open GL' 'REST/RESTful APIs' 'React' 'Teamcenter'
 'Web API']",1.0,0.0,1,"['Angular' 'GraphQL' 'Open GL' 'REST/RESTful APIs' 'React' 'Teamcenter'
 'Web API']",1,0.0,,,,,
198,"(111, 159, 1059)",['GraphQL' 'REST/RESTful APIs' 'Web API'],1.0,0.0,0,['GraphQL' 'REST/RESTful APIs' 'Web API'],1,0.0,,,,,
199,"(111, 159, 2031)",['GraphQL' 'REST/RESTful APIs' 'React'],1.0,0.0,0,['GraphQL' 'REST/RESTful APIs' 'React'],1,72.0,51.0,14.0,,,7.0
200,"(111, 159, 2087)","['GraphQL' 'PHP, Laravel' 'REST/RESTful APIs']",1.0,0.0,1,"['GraphQL' 'PHP, Laravel' 'REST/RESTful APIs']",1,11.0,8.0,2.0,,1.0,
201,"(111, 159, 304)",['Blockchain' 'GraphQL' 'REST/RESTful APIs'],1.0,0.0,0,['Blockchain' 'GraphQL' 'REST/RESTful APIs'],1,9.0,8.0,,,,1.0
202,"(111, 160)",['REST/RESTful APIs' 'React Native'],4.0,0.0,3,['REST/RESTful APIs' 'React Native'],4,162.0,55.0,63.0,1.0,2.0,41.0
203,"(111, 165, 2031)",['PHP' 'REST/RESTful APIs' 'React'],1.0,0.0,0,['PHP' 'REST/RESTful APIs' 'React'],1,56.0,45.0,9.0,,,2.0
204,"(111, 165, 258, 331, 2119)",['Composer' 'Git' 'MVC' 'PHP' 'REST/RESTful APIs'],1.0,0.0,0,['Composer' 'Git' 'MVC' 'PHP' 'REST/RESTful APIs'],1,0.0,,,,,
205,"(111, 165, 363, 980)",['PHP' 'REST APIs Testing' 'REST/RESTful APIs' 'Symfony'],1.0,0.0,0,['PHP' 'REST APIs Testing' 'REST/RESTful APIs' 'Symfony'],1,0.0,,,,,
206,"(111, 165, 526, 1615)",['API Integrations  ' 'PHP' 'REST/RESTful APIs' 'WordPress'],1.0,0.0,0,['API Integrations  ' 'PHP' 'REST/RESTful APIs' 'WordPress'],1,0.0,,,,,
207,"(111, 166, 174, 2050, 2127)",['Linux ' 'Python(Django)' 'REST/RESTful APIs' 'Serverless' 'Unix'],2.0,0.0,1,['Linux ' 'Python(Django)' 'REST/RESTful APIs' 'Serverless' 'Unix'],2,0.0,,,,,
208,"(111, 167, 387, 2109)","['Algorithms and Data Structures' 'HTML' 'REST/RESTful APIs'
 'Tailwind CSS']",1.0,0.0,0,"['Algorithms and Data Structures' 'HTML' 'REST/RESTful APIs'
 'Tailwind CSS']",1,0.0,,,,,
209,"(111, 2031)",['REST/RESTful APIs' 'React'],3.0,2.0,1,['REST/RESTful APIs' 'React'],3,493.0,224.0,184.0,5.0,3.0,77.0
210,"(111, 2031, 2050)",['Python(Django)' 'REST/RESTful APIs' 'React'],1.0,0.0,0,['Python(Django)' 'REST/RESTful APIs' 'React'],1,36.0,26.0,8.0,,,2.0
211,"(111, 2031, 2096)",['Go' 'REST/RESTful APIs' 'React'],1.0,0.0,0,['Go' 'REST/RESTful APIs' 'React'],1,33.0,17.0,8.0,,1.0,7.0
212,"(111, 2049)",['PHP/MySQL' 'REST/RESTful APIs'],1.0,0.0,0,['PHP/MySQL' 'REST/RESTful APIs'],1,188.0,95.0,87.0,1.0,4.0,1.0
213,"(111, 2050)",['Python(Django)' 'REST/RESTful APIs'],1.0,0.0,1,['Python(Django)' 'REST/RESTful APIs'],1,236.0,87.0,96.0,3.0,7.0,43.0
214,"(111, 2067, 2100)",['REST/RESTful APIs' 'WebRTC' 'iOS - Swift'],2.0,0.0,2,['REST/RESTful APIs' 'WebRTC' 'iOS - Swift'],2,0.0,,,,,
215,"(111, 2101)",['REST/RESTful APIs' 'React Hooks'],1.0,0.0,0,['REST/RESTful APIs' 'React Hooks'],1,52.0,36.0,12.0,,1.0,3.0
216,"(111, 258, 264, 309, 598, 2101)",['CSS3' 'Git' 'JSON' 'Javascript ES6' 'REST/RESTful APIs' 'React Hooks'],1.0,0.0,0,['CSS3' 'Git' 'JSON' 'Javascript ES6' 'REST/RESTful APIs' 'React Hooks'],1,0.0,,,,,
217,"(111, 258, 568, 1699)",['Android/Kotlin' 'Git' 'REST/RESTful APIs' 'Wireframing & Prototyping'],1.0,1.0,0,['Android/Kotlin' 'Git' 'REST/RESTful APIs' 'Wireframing & Prototyping'],1,0.0,,,,,
218,"(111, 264, 2031, 2036)",['Angular' 'JSON' 'REST/RESTful APIs' 'React'],2.0,0.0,0,['Angular' 'JSON' 'REST/RESTful APIs' 'React'],1,0.0,,,,,
219,"(111, 264, 2067)",['JSON' 'REST/RESTful APIs' 'iOS - Swift'],1.0,0.0,1,['JSON' 'REST/RESTful APIs' 'iOS - Swift'],1,0.0,,,,,
220,"(111, 264, 277, 567)",['Android/Java' 'JSON' 'Kotlin' 'REST/RESTful APIs'],1.0,0.0,1,['Android/Java' 'JSON' 'Kotlin' 'REST/RESTful APIs'],1,0.0,,,,,
221,"(111, 287, 305, 2096)",['Go' 'Microservices' 'NoSQL' 'REST/RESTful APIs'],2.0,2.0,0,['Go' 'Microservices' 'NoSQL' 'REST/RESTful APIs'],2,0.0,,,,,
222,"(111, 433, 2049)",['AWS' 'PHP/MySQL' 'REST/RESTful APIs'],1.0,0.0,0,['AWS' 'PHP/MySQL' 'REST/RESTful APIs'],1,5.0,4.0,,,1.0,
223,"(111, 526)",['REST/RESTful APIs' 'WordPress'],1.0,0.0,0,['REST/RESTful APIs' 'WordPress'],1,75.0,40.0,29.0,3.0,3.0,
224,"(111, 568)",['Android/Kotlin' 'REST/RESTful APIs'],1.0,0.0,0,['Android/Kotlin' 'REST/RESTful APIs'],1,50.0,6.0,20.0,19.0,5.0,
225,"(1114, 1123, 1938, 2031)",['Cards & Payment' 'React' 'UI Design' 'UX Design'],1.0,0.0,0,['Cards & Payment' 'React' 'UI Design' 'UX Design'],1,0.0,,,,,
226,"(1114,)",['Cards & Payment'],1.0,0.0,1,['Cards & Payment'],1,0.0,,,,,
227,"(1123, 1697, 1938)",['UI Design' 'UX Design' 'User Research'],1.0,1.0,1,['UI Design' 'UX Design' 'User Research'],1,0.0,,,,,
228,"(1123, 1938)",['UI Design' 'UX Design'],9.0,0.0,2,['UI Design' 'UX Design'],13,509.0,24.0,48.0,273.0,147.0,17.0
229,"(1123, 1938, 2031)",['React' 'UI Design' 'UX Design'],5.0,0.0,1,['React' 'UI Design' 'UX Design'],4,12.0,8.0,3.0,,,1.0
230,"(1123, 1938, 2036)",['Angular' 'UI Design' 'UX Design'],1.0,0.0,0,['Angular' 'UI Design' 'UX Design'],1,11.0,4.0,4.0,,2.0,1.0
231,"(1123, 2031)",['React' 'UI Design'],2.0,0.0,0,['React' 'UI Design'],2,12.0,8.0,3.0,,,1.0
232,"(1123, 2067)",['UI Design' 'iOS - Swift'],1.0,0.0,0,['UI Design' 'iOS - Swift'],1,2.0,1.0,1.0,,,
233,"(1123,)",['UI Design'],2.0,1.0,0,['UI Design'],3,509.0,24.0,48.0,273.0,147.0,17.0
234,"(113, 114, 165)",['MySQL' 'PHP' 'SQL'],1.0,0.0,0,['MySQL' 'PHP' 'SQL'],1,888.0,258.0,460.0,96.0,49.0,25.0
235,"(113, 116, 120, 1397, 2031)",['AngularJS' 'MongoDB' 'MySQL' 'Node.js' 'React'],1.0,0.0,0,['AngularJS' 'MongoDB' 'MySQL' 'Node.js' 'React'],1,13.0,13.0,,,,
236,"(113, 116, 120, 433, 2031)",['AWS' 'MongoDB' 'MySQL' 'Node.js' 'React'],1.0,0.0,1,['AWS' 'MongoDB' 'MySQL' 'Node.js' 'React'],1,2.0,1.0,1.0,,,
237,"(113, 120)",['MySQL' 'Node.js'],3.0,0.0,0,['MySQL' 'Node.js'],3,681.0,303.0,295.0,48.0,14.0,21.0
238,"(113, 120, 122, 594)",['MySQL' 'Node.js' 'SCSS' 'Vue.js'],1.0,0.0,1,['MySQL' 'Node.js' 'SCSS' 'Vue.js'],1,0.0,,,,,
239,"(113, 120, 158)",['MySQL' 'Node.js' 'Typescript'],1.0,0.0,0,['MySQL' 'Node.js' 'Typescript'],1,259.0,157.0,82.0,6.0,3.0,11.0
240,"(113, 120, 158, 160, 2107)",['MySQL' 'Nest.js' 'Node.js' 'React Native' 'Typescript'],3.0,0.0,2,['MySQL' 'Nest.js' 'Node.js' 'React Native' 'Typescript'],3,0.0,,,,,
241,"(113, 120, 158, 160, 433, 2107)",['AWS' 'MySQL' 'Nest.js' 'Node.js' 'React Native' 'Typescript'],2.0,0.0,2,['AWS' 'MySQL' 'Nest.js' 'Node.js' 'React Native' 'Typescript'],2,0.0,,,,,
242,"(113, 120, 158, 2031)",['MySQL' 'Node.js' 'React' 'Typescript'],1.0,0.0,0,['MySQL' 'Node.js' 'React' 'Typescript'],1,128.0,99.0,20.0,1.0,1.0,7.0
243,"(113, 120, 158, 282)",['Express.js' 'MySQL' 'Node.js' 'Typescript'],1.0,0.0,0,['Express.js' 'MySQL' 'Node.js' 'Typescript'],1,97.0,68.0,23.0,1.0,1.0,4.0
244,"(113, 120, 158, 433, 2031)",['AWS' 'MySQL' 'Node.js' 'React' 'Typescript'],1.0,0.0,0,['AWS' 'MySQL' 'Node.js' 'React' 'Typescript'],1,5.0,4.0,1.0,,,
245,"(113, 120, 160)",['MySQL' 'Node.js' 'React Native'],1.0,0.0,0,['MySQL' 'Node.js' 'React Native'],1,45.0,24.0,18.0,,1.0,2.0
246,"(113, 120, 160, 2031)",['MySQL' 'Node.js' 'React' 'React Native'],1.0,0.0,0,['MySQL' 'Node.js' 'React' 'React Native'],1,23.0,16.0,6.0,,,1.0
247,"(113, 120, 166, 1059)",['Linux ' 'MySQL' 'Node.js' 'Web API'],1.0,0.0,1,['Linux ' 'MySQL' 'Node.js' 'Web API'],1,0.0,,,,,
248,"(113, 120, 2031)",['MySQL' 'Node.js' 'React'],2.0,0.0,0,['MySQL' 'Node.js' 'React'],2,201.0,136.0,46.0,4.0,1.0,14.0
249,"(113, 120, 249, 2031)",['Cloud' 'MySQL' 'Node.js' 'React'],2.0,0.0,0,['Cloud' 'MySQL' 'Node.js' 'React'],2,0.0,,,,,
250,"(113, 120, 406)",['MySQL' 'Next.js' 'Node.js'],1.0,0.0,0,['MySQL' 'Next.js' 'Node.js'],1,43.0,33.0,8.0,,1.0,1.0
251,"(113, 120, 406, 433, 2031)",['AWS' 'MySQL' 'Next.js' 'Node.js' 'React'],1.0,0.0,0,['AWS' 'MySQL' 'Next.js' 'Node.js' 'React'],1,1.0,1.0,,,,
252,"(113, 120, 433)",['AWS' 'MySQL' 'Node.js'],2.0,0.0,0,['AWS' 'MySQL' 'Node.js'],2,8.0,5.0,2.0,,1.0,
253,"(113, 120, 836, 2031)",['AWS DevOps' 'MySQL' 'Node.js' 'React'],1.0,0.0,1,['AWS DevOps' 'MySQL' 'Node.js' 'React'],1,40.0,35.0,4.0,,,1.0
254,"(113, 122, 165)",['MySQL' 'PHP' 'Vue.js'],2.0,2.0,0,['MySQL' 'PHP' 'Vue.js'],1,222.0,94.0,118.0,5.0,2.0,3.0
255,"(113, 122, 433, 2087)","['AWS' 'MySQL' 'PHP, Laravel' 'Vue.js']",1.0,0.0,0,"['AWS' 'MySQL' 'PHP, Laravel' 'Vue.js']",1,2.0,1.0,,,1.0,
256,"(113, 158)",['MySQL' 'Typescript'],1.0,0.0,0,['MySQL' 'Typescript'],1,473.0,250.0,181.0,11.0,11.0,20.0
257,"(113, 158, 2031)",['MySQL' 'React' 'Typescript'],1.0,0.0,0,['MySQL' 'React' 'Typescript'],1,186.0,134.0,39.0,1.0,1.0,11.0
258,"(113, 165)",['MySQL' 'PHP'],4.0,0.0,1,['MySQL' 'PHP'],6,888.0,258.0,460.0,96.0,49.0,25.0
259,"(113, 165, 1025)",['Magento' 'MySQL' 'PHP'],1.0,1.0,0,['Magento' 'MySQL' 'PHP'],1,0.0,,,,,
260,"(113, 165, 1315)",['MySQL' 'PHP' 'Salesforce '],1.0,0.0,0,['MySQL' 'PHP' 'Salesforce '],1,1.0,1.0,,,,
261,"(113, 165, 166, 307, 352)",['Apache' 'LAMP' 'Linux ' 'MySQL' 'PHP'],1.0,0.0,0,['Apache' 'LAMP' 'Linux ' 'MySQL' 'PHP'],1,0.0,,,,,
262,"(113, 165, 166, 352)",['Apache' 'Linux ' 'MySQL' 'PHP'],5.0,5.0,5,['Apache' 'Linux ' 'MySQL' 'PHP'],6,0.0,,,,,
263,"(113, 165, 2036)",['Angular' 'MySQL' 'PHP'],1.0,1.0,0,['Angular' 'MySQL' 'PHP'],1,98.0,43.0,49.0,3.0,2.0,1.0
264,"(113, 165, 2049)",['MySQL' 'PHP' 'PHP/MySQL'],1.0,1.0,0,['MySQL' 'PHP' 'PHP/MySQL'],1,888.0,258.0,460.0,96.0,49.0,25.0
265,"(113, 165, 2050)",['MySQL' 'PHP' 'Python(Django)'],1.0,1.0,0,['MySQL' 'PHP' 'Python(Django)'],1,43.0,31.0,10.0,,1.0,1.0
266,"(113, 165, 307)",['LAMP' 'MySQL' 'PHP'],1.0,0.0,0,['LAMP' 'MySQL' 'PHP'],1,0.0,,,,,
267,"(113, 165, 358)",['Laravel' 'MySQL' 'PHP'],2.0,0.0,2,['Laravel' 'MySQL' 'PHP'],2,464.0,146.0,274.0,26.0,5.0,13.0
268,"(113, 165, 363)",['MySQL' 'PHP' 'Symfony'],1.0,0.0,1,['MySQL' 'PHP' 'Symfony'],1,0.0,,,,,
269,"(113, 2087)","['MySQL' 'PHP, Laravel']",2.0,0.0,0,"['MySQL' 'PHP, Laravel']",3,464.0,146.0,274.0,26.0,5.0,13.0
270,"(113, 2132)",['AWS RDS' 'MySQL'],1.0,0.0,0,['AWS RDS' 'MySQL'],1,0.0,,,,,
271,"(113, 249, 359, 2132)",['AWS RDS' 'Cloud' 'Jenkins' 'MySQL'],1.0,1.0,0,['AWS RDS' 'Cloud' 'Jenkins' 'MySQL'],1,0.0,,,,,
272,"(113, 258, 358)",['Git' 'Laravel' 'MySQL'],1.0,0.0,1,['Git' 'Laravel' 'MySQL'],1,148.0,62.0,79.0,4.0,3.0,
273,"(113, 800, 1299, 1953)",['Back-End Development' 'Core Java' 'MySQL' 'Web Services'],1.0,0.0,0,['Back-End Development' 'Core Java' 'MySQL' 'Web Services'],1,0.0,,,,,
274,"(114, 116, 120)",['MongoDB' 'Node.js' 'SQL'],1.0,0.0,0,['MongoDB' 'Node.js' 'SQL'],1,156.0,93.0,53.0,3.0,3.0,4.0
275,"(114, 116, 159, 559)",['Azure Data Lake' 'GraphQL' 'MongoDB' 'SQL'],1.0,0.0,0,['Azure Data Lake' 'GraphQL' 'MongoDB' 'SQL'],1,2.0,1.0,,,1.0,
276,"(114, 116, 189, 234)",['AWS Glue' 'MongoDB' 'SQL' 'Tableau'],1.0,0.0,0,['AWS Glue' 'MongoDB' 'SQL' 'Tableau'],1,0.0,,,,,
277,"(114, 116, 287, 769, 1299)",['Back-End Development' 'MongoDB' 'NoSQL' 'SQL' 'Software Development'],1.0,0.0,0,['Back-End Development' 'MongoDB' 'NoSQL' 'SQL' 'Software Development'],1,0.0,,,,,
278,"(114, 120)",['Node.js' 'SQL'],1.0,0.0,0,['Node.js' 'SQL'],1,681.0,303.0,295.0,48.0,14.0,21.0
279,"(114, 120, 158)",['Node.js' 'SQL' 'Typescript'],2.0,0.0,0,['Node.js' 'SQL' 'Typescript'],3,259.0,157.0,82.0,6.0,3.0,11.0
280,"(114, 120, 158, 159, 167, 433, 2031)","['AWS' 'Algorithms and Data Structures' 'GraphQL' 'Node.js' 'React' 'SQL'
 'Typescript']",1.0,0.0,0,"['AWS' 'Algorithms and Data Structures' 'GraphQL' 'Node.js' 'React' 'SQL'
 'Typescript']",1,0.0,,,,,
281,"(114, 120, 158, 160, 433, 2107)",['AWS' 'Nest.js' 'Node.js' 'React Native' 'SQL' 'Typescript'],1.0,0.0,0,['AWS' 'Nest.js' 'Node.js' 'React Native' 'SQL' 'Typescript'],1,0.0,,,,,
282,"(114, 120, 158, 2031)",['Node.js' 'React' 'SQL' 'Typescript'],1.0,0.0,0,['Node.js' 'React' 'SQL' 'Typescript'],1,128.0,99.0,20.0,1.0,1.0,7.0
283,"(114, 120, 158, 249)",['Cloud' 'Node.js' 'SQL' 'Typescript'],1.0,0.0,0,['Cloud' 'Node.js' 'SQL' 'Typescript'],1,0.0,,,,,
284,"(114, 120, 159, 2031)",['GraphQL' 'Node.js' 'React' 'SQL'],1.0,0.0,1,['GraphQL' 'Node.js' 'React' 'SQL'],1,42.0,38.0,3.0,,,1.0
285,"(114, 120, 165)",['Node.js' 'PHP' 'SQL'],1.0,0.0,1,['Node.js' 'PHP' 'SQL'],1,158.0,104.0,46.0,6.0,2.0,
286,"(114, 120, 166, 433)",['AWS' 'Linux ' 'Node.js' 'SQL'],1.0,0.0,1,['AWS' 'Linux ' 'Node.js' 'SQL'],1,0.0,,,,,
287,"(114, 120, 2031)",['Node.js' 'React' 'SQL'],6.0,4.0,2,['Node.js' 'React' 'SQL'],7,201.0,136.0,46.0,4.0,1.0,14.0
288,"(114, 120, 392, 720)",['AWS Solutions Architecture' 'Flutter' 'Node.js' 'SQL'],1.0,1.0,0,['AWS Solutions Architecture' 'Flutter' 'Node.js' 'SQL'],1,3.0,2.0,,,,1.0
289,"(114, 120, 475, 1615)",['API Integrations  ' 'Node.js' 'SQL' 'Solidity'],1.0,0.0,0,['API Integrations  ' 'Node.js' 'SQL' 'Solidity'],1,0.0,,,,,
290,"(114, 122)",['SQL' 'Vue.js'],1.0,0.0,0,['SQL' 'Vue.js'],1,390.0,171.0,189.0,14.0,8.0,8.0
291,"(114, 122, 1059, 2031, 2036)",['Angular' 'React' 'SQL' 'Vue.js' 'Web API'],1.0,0.0,0,['Angular' 'React' 'SQL' 'Vue.js' 'Web API'],1,0.0,,,,,
292,"(114, 122, 2031, 2050)",['Python(Django)' 'React' 'SQL' 'Vue.js'],1.0,0.0,0,['Python(Django)' 'React' 'SQL' 'Vue.js'],1,11.0,11.0,,,,
293,"(114, 122, 358)",['Laravel' 'SQL' 'Vue.js'],1.0,0.0,1,['Laravel' 'SQL' 'Vue.js'],1,179.0,79.0,92.0,3.0,2.0,3.0
294,"(114, 1300)",['ETL' 'SQL'],1.0,0.0,1,['ETL' 'SQL'],1,0.0,,,,,
295,"(114, 1300, 2094)",['Data Engineer' 'ETL' 'SQL'],1.0,0.0,0,['Data Engineer' 'ETL' 'SQL'],1,0.0,,,,,
296,"(114, 1340, 1615)",['API Integrations  ' 'Borland Delphi' 'SQL'],1.0,0.0,0,['API Integrations  ' 'Borland Delphi' 'SQL'],1,0.0,,,,,
297,"(114, 1367, 2050)",['Django Rest Framework' 'Python(Django)' 'SQL'],1.0,0.0,0,['Django Rest Framework' 'Python(Django)' 'SQL'],1,414.0,107.0,181.0,18.0,16.0,92.0
298,"(114, 158, 2031)",['React' 'SQL' 'Typescript'],1.0,0.0,0,['React' 'SQL' 'Typescript'],1,186.0,134.0,39.0,1.0,1.0,11.0
